bridge_checkpoint_path,bridge_checkpoint_sha256,clip_stable,config_path,delta_non_explosive,kl_stable,max_grad_norm,moves_top1,normalize_advantages,online_entropy_coef,online_final_approx_kl,online_final_clip_fraction,online_final_policy_loss,online_final_rule_kl,online_lr,online_post_batch_size,online_post_neural_delta_abs_max,online_post_neural_delta_abs_mean,online_post_rule_agreement,online_post_top1_action_changed_rate,online_pre_batch_size,online_pre_neural_delta_abs_max,online_pre_neural_delta_abs_mean,online_pre_rule_agreement,online_pre_top1_action_changed_rate,online_rule_kl_coef,online_update_epochs,online_update_loss_count,opponent_mode,rank_coef,rerun_config_id,source_config_id,source_type,stabilization_status,value_coef
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,1.0,False,True,0.0,0.00020710060198325664,0.008064515888690948,-0.004295887425541878,0.025148048996925354,0.0001,248,2.27372407913208,1.3310487270355225,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.0,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,0.25,False,True,0.005,0.00020713210687972605,0.008064515888690948,-0.0042947521433234215,0.02518174611032009,0.0001,248,2.2738888263702393,1.3310331106185913,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.0,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,0.5,False,True,0.005,0.00020725184003822505,0.008064515888690948,-0.004296041093766689,0.02518146112561226,0.0001,248,2.2738425731658936,1.330990195274353,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.0,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,1.0,False,True,0.005,0.00020725184003822505,0.008064515888690948,-0.004296041093766689,0.02518146112561226,0.0001,248,2.2738442420959473,1.3309922218322754,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.0,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,0.25,False,True,0.0,0.00020659301662817597,0.008064515888690948,-0.004294733516871929,0.02512826770544052,0.0001,248,2.2735702991485596,1.3310699462890625,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.001,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,0.5,False,True,0.0,0.00020671622769441456,0.008064515888690948,-0.004296037368476391,0.025128047913312912,0.0001,248,2.273587703704834,1.331088662147522,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.001,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,1.0,False,True,0.0,0.000206716256798245,0.008064515888690948,-0.004296026658266783,0.025128047913312912,0.0001,248,2.273594379425049,1.3310952186584473,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.001,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,0.25,False,True,0.005,0.00020696323190350085,0.008064515888690948,-0.00429473165422678,0.025171544402837753,0.0001,248,2.2738142013549805,1.3310892581939697,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.001,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,0.5,False,True,0.005,0.00020708507508970797,0.008064515888690948,-0.00429599778726697,0.025171315297484398,0.0001,248,2.273786783218384,1.3310656547546387,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.001,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,745eb3e921dc5f6eaf24093ac91ffc10ce3e95d7589d84e90ed381886dc68247,True,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,True,True,1.0,False,True,0.005,0.00020708530792035162,0.008064515888690948,-0.004296008497476578,0.025171315297484398,0.0001,248,2.273787498474121,1.3310664892196655,1.0,0.0,248,2.2829833030700684,1.3536312580108643,1.0,0.0,0.001,2,2,rulebase,0.0,0,93,fixed_batch_overfit_bridge_online_stabilization,STABLE_NO_MOVE,0.0
