actor_update_dropped_positive_advantage_count,actor_update_kept_rate,actor_update_margin_threshold,actor_update_support_mode,actor_update_topk,approx_kl,changed_action_prior_rank_mean,changed_state_prior_margin_p50,changed_to_rank_ge5_rate,checkpoint_path,checkpoint_sha256,clip_fraction,config_id,config_key,config_key_label,config_path,delta_support_margin_threshold,delta_support_mode,delta_support_topk,eval_fourth_rate,eval_learner_deal_in_rate,eval_mean_rank,eval_rank_pt,fresh_validation_gate_pass,fresh_validation_top1_action_changed_rate,low_rank_flip_penalty,low_rank_flip_penalty_coef,low_rank_flip_topk,neural_delta_abs_max,neural_delta_abs_mean,optimizer_path,optimizer_sha256,outside_support_delta_mode,rerun_config_id,rule_agreement,rule_score_scale,rule_score_scale_version,source_config_id,source_report,support_policy_mode,teacher_confidence_gate,teacher_contract_version,teacher_entropy_max,teacher_margin_min,teacher_prior_agree_min,teacher_source,teacher_target_type,teacher_temperature,teacher_topk,teacher_version,top1_action_changed_rate,topk_ranking_aux_coef,topk_ranking_aux_loss,topk_ranking_aux_mode,topk_ranking_k,topk_ranking_teacher_agreement,topk_ranking_teacher_kl,topk_ranking_teacher_margin,topk_ranking_teacher_prior_agreement,topk_ranking_teacher_rule_top1_rank,weak_margin_flip_penalty,weak_margin_flip_penalty_coef,weak_margin_threshold
5,0.9958471760797342,0.75,topk,3,0.01253085769712925,2.1020408163265305,3.0,0.0,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_cfg3_iter8/checkpoint_config_000/policy_final.pt,645e41e5730c439e2355deb934bb2a0a388a84ea776073c8415e6c40daeb3b7e,0.13953489065170288,0,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",tempered_ratio_ppo_diagnostic/tempered_ratio_movement_quality_gate/rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_cfg3_iter8/checkpoint_config_000/config.json,0.75,topk,3,0.0,0.0,1.0,1.0,True,0.0,0.005230706185102463,0.0,3,2.41667103767395,0.23855341970920563,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_cfg3_iter8/checkpoint_config_000/optimizer_final.pt,fd4db6d9163e8b1538564a970cbaeee9e788b85604cc321a9afe65bc4930baec,zero,0,0.9593023061752319,0.25,keqingrl_rule_score_scale_v1,93,,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.040697675198316574,10.0,0.8351638913154602,teacher-ce,3,0.6732869744300842,0.5138801336288452,3.7298104763031006,0.6891757845878601,1.4011917114257812,0.40896329283714294,0.0,0.75
