action_identity_contract_pass,diagnostic_only_outcome_note,legal_agari_row_count,legal_owner,legal_owner_pass,legal_terminal_row_count,mortal_action_q_extra_mortal_count,mortal_action_q_fail_closed_count,mortal_action_q_mapping_available_count,mortal_action_q_mapping_available_rate,mortal_action_q_mapping_row_count,mortal_action_q_missing_legal_count,mortal_teacher_checkpoint_present,opportunity_gate_enabled,opportunity_gate_pass,outcome_gate_enabled,pilot_config_id,prepared_legal_agari_row_count,prepared_legal_terminal_row_count,qualified_for_eval,qualified_for_eval_reason,score_changed_episode_count,selected_agari_count,selected_ron_count,selected_tsumo_count,teacher_contract_role,teacher_source
True,outcome counters do not gate unless --terminal-coverage-outcome-gate is enabled,38,keqing_core.enumerate_public_legal_action_specs,True,38,37,0,1204,1.0,1204,0,True,True,True,False,0,0,0,True,qualified_for_eval,62,38,22,16,primary_action_q_teacher,mortal-action-q
