actor_update_margin_threshold,actor_update_support_mode,actor_update_topk,advantage_mean,behavior_temperature,checkpoint_path,checkpoint_sha256,clip_eps,config_key,config_key_label,config_path,count,delta_clip,delta_clip_coef,delta_l2_coef,delta_support_margin_threshold,delta_support_mode,delta_support_topk,entropy_coef,iteration,low_rank_flip_penalty_coef,low_rank_flip_topk,lr,negative_advantage_count,opponent_mode,outside_support_delta_mode,pilot_config_id,positive_advantage_count,ratio_mode,rerun_config_id,return_mean,rule_kl_coef,rule_score_scale,rule_score_scale_version,selected_prior_rank,source_config_id,support_policy_mode,teacher_contract_version,teacher_source,teacher_target_type,teacher_temperature,teacher_topk,teacher_version,terminal_reward_mean,topk_ranking_aux_coef,topk_ranking_aux_mode,topk_ranking_k,update_epochs,weak_margin_flip_penalty_coef,weak_margin_threshold,zero_advantage_count
0.75,all,3,-0.05420317226334622,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,57,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,25,rulebase,zero,2,32,tempered_current_logits,0,-0.29616250620599377,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,-0.2631578947368421,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.49080040660564844,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,121,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,80,rulebase,zero,2,41,tempered_current_logits,0,0.28929193551875343,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.09090909090909091,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.33988894782960416,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,60,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,35,rulebase,zero,2,25,tempered_current_logits,0,0.4514724940061569,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.2833333333333333,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.47772502633012537,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,51,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,28,rulebase,zero,2,23,tempered_current_logits,0,0.25454194756115184,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.058823529411764705,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,1.3532479161531814,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,124,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,12,rulebase,zero,2,112,tempered_current_logits,0,-0.4366399847692059,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.3225806451612903,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,1.535835678715791,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,70,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,5,rulebase,zero,2,65,tempered_current_logits,0,-0.36788897599492754,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.3142857142857143,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,1.1281611571088432,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,60,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,6,rulebase,zero,2,54,tempered_current_logits,0,-0.7324138601620992,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.0,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.08687867918639507,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,103,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,34,rulebase,zero,3,69,tempered_current_logits,0,-0.16463287587015374,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,-0.03398058252427184,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.09138468790937353,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,54,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,20,rulebase,zero,3,34,tempered_current_logits,0,-0.17353960264612128,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,-0.12962962962962962,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.2117948120428344,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,59,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,16,rulebase,zero,3,43,tempered_current_logits,0,-0.025901231472775087,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.09322033898305085,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.15703316011685667,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,123,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,30,rulebase,zero,3,93,tempered_current_logits,0,0.12149791019718821,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.2601626016260163,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.2602460069465451,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,64,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,15,rulebase,zero,3,49,tempered_current_logits,0,0.22743779770098627,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.359375,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.382018599026608,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,53,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,9,rulebase,zero,3,44,tempered_current_logits,0,0.33559482277564284,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,0.4716981132075472,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.2475795082956831,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,107,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,55,rulebase,zero,3,52,tempered_current_logits,0,-0.32440434159519516,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,-0.3130841121495327,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.3997922686013308,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,55,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,33,rulebase,zero,3,22,tempered_current_logits,0,-0.44344583966515283,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,-0.5363636363636364,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.3141773283036787,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,67,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,38,rulebase,zero,3,29,tempered_current_logits,0,-0.3837118446826935,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-prior-topk,topk_distribution,1.0,3,rule_prior_topk_v1,-0.44029850746268656,0.05,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.2022344008354204,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,112,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,38,rulebase,zero,4,74,tempered_current_logits,0,-0.08020248902695519,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,0.08482142857142858,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.2748039439320564,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,48,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,13,rulebase,zero,4,35,tempered_current_logits,0,0.03763084998354316,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,0.25,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.1705060690227482,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,72,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,25,rulebase,zero,4,47,tempered_current_logits,0,-0.06361541255480713,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,0.041666666666666664,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,1.408630394473461,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,106,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,18,rulebase,zero,4,88,tempered_current_logits,0,-0.42085934978611067,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,0.39622641509433965,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,1.7001599008217454,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,80,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,3,rulebase,zero,4,77,tempered_current_logits,0,-0.3248618371784687,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,0.46875,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,1.5288213516140114,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,46,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,2,rulebase,zero,4,44,tempered_current_logits,0,-0.48952828542045923,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,0.40217391304347827,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,2.186704411637038,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,112,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,0,rulebase,zero,4,112,tempered_current_logits,0,-1.3472720682621002,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.38839285714285715,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,2.0877997415550684,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,59,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,1,rulebase,zero,4,58,tempered_current_logits,0,-1.4956420296329562,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.4830508474576271,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,1.8901911119168455,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,55,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,1,rulebase,zero,4,54,tempered_current_logits,0,-1.5558760686354203,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.6909090909090909,0.01,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.03993256024101324,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,114,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,49,rulebase,zero,5,65,tempered_current_logits,0,-0.21907323415864977,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.10087719298245613,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.08087504269747899,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,58,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,25,rulebase,zero,5,33,tempered_current_logits,0,-0.1917222499333579,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.07758620689655173,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,0.062271594520538084,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,62,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,27,rulebase,zero,5,35,tempered_current_logits,0,-0.1854621498815475,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.0967741935483871,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.03262720214870741,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,106,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,52,rulebase,zero,5,54,tempered_current_logits,0,-0.29901571178211356,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.27358490566037735,0.03,teacher-ce,3,8,0.0,0.75,0
0.75,all,3,-0.28171473927795887,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,72,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,42,rulebase,zero,5,30,tempered_current_logits,0,-0.5411066336350309,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,keqingrl_topk_teacher_v1,rule-component-v1,topk_distribution,1.0,3,action_feature_component_reranker_v1,-0.5069444444444444,0.03,teacher-ce,3,8,0.0,0.75,0
