batch_row_count,changed_rank_mean,checkpoint_path,checkpoint_sha256,clip_like_logit_delta_max,config_key,config_key_label,config_path,delta_support_mode,delta_support_topk,entropy_coef,episode_count,extra_mortal_count,fail_closed_count,forced_autopilot_action_types,iteration,lr,mapping_available_count,mapping_available_rate,mapping_row_count,missing_legal_count,mortal_teacher_checkpoint,mortal_teacher_strict_extra_mask,opponent_mode,pilot_config_id,policy_top1_vs_rule_top1_rate,policy_top1_vs_teacher_top1_rate,rank_ge5_rate,rerun_config_id,response_action_types,rollout_seed,rule_kl_coef,rule_score_scale,rule_score_scale_version,self_turn_action_types,source_config_id,support_policy_mode,teacher_ce,teacher_contract_version,teacher_entropy,teacher_kl,teacher_loss,teacher_margin,teacher_policy_agreement,teacher_prior_agreement,teacher_row_valid_count,teacher_source,teacher_support,teacher_temperature,teacher_topk,top1_changed_vs_parent_rate,top1_changed_vs_source_rate,torch_seed,update_epochs
2378,2.35,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_cfg3_iter8/checkpoint_config_000/policy_final.pt,645e41e5730c439e2355deb934bb2a0a388a84ea776073c8415e6c40daeb3b7e,1.9464894533157349,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",tempered_ratio_ppo_diagnostic/tempered_ratio_movement_quality_gate/rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_cfg3_iter8/checkpoint_config_000/config.json,topk,3,,128,37,0,"TSUMO,RON,RYUKYOKU",0,0.004,2378,1.0,2378,0,artifacts/mortal_training/mortal.pth,False,rulebase,0,0.9747687131166458,0.6971514225006104,0.016666666666666666,0,"PASS,RON,PON,CHI",202604330000,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,0.8355682492256165,mortal_action_teacher_v1,0.33307453989982605,0.502493679523468,0.8355682492256165,3.6190273761749268,0.6971514225006104,0.6926536560058594,2001.0,mortal-action-q,topk,1.0,3,0.0357443243265152,0.21194280683994293,202604330000,3
2220,2.1782178217821784,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_cfg3_iter8/checkpoint_config_000/policy_final.pt,645e41e5730c439e2355deb934bb2a0a388a84ea776073c8415e6c40daeb3b7e,0.9581419229507446,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",tempered_ratio_ppo_diagnostic/tempered_ratio_movement_quality_gate/rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_cfg3_iter8/checkpoint_config_000/config.json,topk,3,,128,27,0,"TSUMO,RON,RYUKYOKU",1,0.004,2220,1.0,2220,0,artifacts/mortal_training/mortal.pth,False,rulebase,0,0.9545045047998428,0.6926726698875427,0.0,0,"PASS,RON,PON,CHI",202604330128,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,0.8319956660270691,mortal_action_teacher_v1,0.3409712016582489,0.4910244345664978,0.8319956660270691,3.6167173385620117,0.6926726698875427,0.7047970294952393,1897.0,mortal-action-q,topk,1.0,3,0.02432432398200035,0.18693692982196808,202604330001,3
