bridge_status,checkpoint_git_commit,checkpoint_git_dirty,checkpoint_metadata_version,checkpoint_path,checkpoint_sha256,config_key,config_key_label,config_path,entropy_coef,fixed_after_overfit_batch_size,fixed_after_overfit_neural_delta_abs_max,fixed_after_overfit_neural_delta_abs_mean,fixed_after_overfit_rule_agreement,fixed_after_overfit_top1_action_changed_rate,fixed_before_batch_size,fixed_before_neural_delta_abs_max,fixed_before_neural_delta_abs_mean,fixed_before_rule_agreement,fixed_before_top1_action_changed_rate,fixed_episodes,fixed_post_online_batch_size,fixed_post_online_neural_delta_abs_max,fixed_post_online_neural_delta_abs_mean,fixed_post_online_rule_agreement,fixed_post_online_top1_action_changed_rate,fixed_recheck_pre_online_top1_action_changed_rate,fixed_seed_hash,fixed_seed_registry_id,kl_stable,lr,native_schema_name,native_schema_version,online_entropy_coef,online_episodes,online_final_approx_kl,online_final_clip_fraction,online_final_policy_loss,online_final_rule_kl,online_lr,online_normalize_advantages,online_post_batch_size,online_post_neural_delta_abs_max,online_post_neural_delta_abs_mean,online_post_rule_agreement,online_post_top1_action_changed_rate,online_pre_batch_size,online_pre_neural_delta_abs_max,online_pre_neural_delta_abs_mean,online_pre_rule_agreement,online_pre_top1_action_changed_rate,online_rank_coef,online_rule_kl_coef,online_seed_hash,online_seed_registry_id,online_update_epochs,online_update_loss_count,online_value_coef,opponent_mode,overfit_epochs,overfit_lr,overfit_normalize_advantages,overfit_passed_target,post_online_checkpoint_path,post_online_checkpoint_sha256,rerun_config_id,retains_fixed_shift,rule_kl_coef,source_config_id,source_type,stable_update,survives_online_update,training,transfers_to_online
FIXED_ONLY_WEAK_ONLINE_TRANSFER,7c150621ae6a085e2d032c24ecb1bd0478e8d457,True,keqingrl_bridge_checkpoint_metadata_v1,reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_fixed_batch_overfit.pt,191b8bb13b1da27ecbd45ea442ae3ecb0be799e4fd1d723cbc01b6bba5441fca,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.01,248,2.935128927230835,1.3538439273834229,0.9798387289047241,0.02016128972172737,248,0.00022114711464382708,0.00011772556172218174,1.0,0.0,16,248,2.877347707748413,1.223110318183899,0.9516128897666931,0.04838709533214569,0.02016128972172737,1a118258d3dc9335,base=202604260000:stride=1:count=16,True,3e-05,keqingrl_native_boundary,1,0.0,16,0.005216068588197231,0.16532257199287415,-0.024684151634573936,0.036115311086177826,0.001,True,248,2.484736680984497,1.246644377708435,1.0,0.0,248,2.3247134685516357,1.3630858659744263,1.0,0.0,0.0,0.0,45d4f80aa341146a,base=202604270000:stride=1:count=16,4,4,0.0,rulebase,43,0.001,True,True,reports/keqingrl_fixed_online_bridge_20260426_step36d_learner_only/checkpoints/source_93_rerun_0_post_online.pt,877c90d696b4cef5a61c3557555c3ba604bba123fc817aa011bc8b6c4fa60439,0,True,0.01,93,fixed_batch_overfit_bridge,True,False,True,False
