episode_id,step_index,actor,action_type,action_index,action_canonical_key,old_log_prob,old_value,reward,return,advantage_raw,advantage_normalized,final_rank,terminal_reward,legal_count,selected_prior_rank,selected_prior_prob,prior_top1_prob,selected_is_prior_top1,prior_top1_margin_to_second,delta_needed_to_flip_top1
1c52c30f,0,0,0,4,0|tile=22|consumed=|from=-1|flags=0,-3.4390034675598145,0.13534080982208252,0.0,-0.851861834526062,-0.9872026443481445,-1.3203248977661133,3,-1.5,12,6,0.0320974737405777,0.647278904914856,False,3.0,3.003999948501587
1c52c30f,4,1,0,0,0|tile=9|consumed=|from=-1|flags=0,-0.4346253573894501,0.0,0.0,0.2993684709072113,0.2993684709072113,0.4502995014190674,1,0.5,12,1,0.6475072503089905,0.6475072503089905,True,3.000999927520752,3.000999927520752
1c52c30f,8,2,0,0,0|tile=9|consumed=|from=-1|flags=0,-0.4659815728664398,0.0,0.0,0.0,0.0,0.03829808905720711,2,0.0,13,1,0.6275189518928528,0.6275189518928528,True,3.000999927520752,3.000999927520752
1c52c30f,12,3,0,10,0|tile=28|consumed=|from=-1|flags=0,-0.4025524854660034,0.0,0.0,0.6302493810653687,0.6302493810653687,0.9056694507598877,0,1.0,11,1,0.6686112284660339,0.6686112284660339,True,3.0,3.0
1c52c30f,16,0,0,2,0|tile=19|consumed=|from=-1|flags=0,-0.43468061089515686,0.09754867851734161,0.0,-0.9018308520317078,-0.9993795156478882,-1.337083101272583,3,-1.5,12,1,0.6474654674530029,0.6474654674530029,True,3.0,3.0
1c52c30f,20,1,0,9,0|tile=33|consumed=|from=-1|flags=1,-0.43491417169570923,0.0,0.0,0.3151246905326843,0.3151246905326843,0.47198376059532166,1,0.5,12,1,0.6473202705383301,0.6473202705383301,True,3.0,3.0
1c52c30f,24,2,0,1,0|tile=19|consumed=|from=-1|flags=0,-0.46601277589797974,0.0,0.0,0.0,0.0,0.03829808905720711,2,0.0,13,1,0.6274993419647217,0.6274993419647217,True,3.0,3.0
1c52c30f,28,3,0,8,0|tile=8|consumed=|from=-1|flags=0,-0.4024864733219147,0.0,0.0,0.6634204387664795,0.6634204387664795,0.9513205885887146,0,1.0,11,1,0.6686554551124573,0.6686554551124573,True,3.0,3.0
1c52c30f,32,0,0,3,0|tile=13|consumed=|from=-1|flags=0,-0.40231406688690186,0.12152454257011414,0.0,-0.9556915760040283,-1.0772161483764648,-1.444204568862915,3,-1.5,11,1,0.6687661409378052,0.6687661409378052,True,3.0,3.0
1c52c30f,36,1,0,6,0|tile=24|consumed=|from=-1|flags=0,-0.4348181486129761,0.0,0.0,0.33171021938323975,0.33171021938323975,0.4948093593120575,1,0.5,12,1,0.6473823189735413,0.6473823189735413,True,3.0,3.0
1c52c30f,40,2,0,9,0|tile=25|consumed=|from=-1|flags=0,-0.4662613868713379,0.0,0.0,0.0,0.0,0.03829808905720711,2,0.0,13,1,0.6273432970046997,0.6273432970046997,True,3.0,3.0
1c52c30f,44,3,0,2,0|tile=18|consumed=|from=-1|flags=1,-0.40228766202926636,0.0,0.0,0.6983373165130615,0.6983373165130615,0.9993744492530823,0,1.0,11,1,0.6687882542610168,0.6687882542610168,True,3.0,3.0
1c52c30f,48,0,0,9,0|tile=30|consumed=|from=-1|flags=0,-0.36900192499160767,0.08014736324548721,0.0,-1.0102094411849976,-1.0903568267822266,-1.4622892141342163,3,-1.5,10,1,0.6914212107658386,0.6914212107658386,True,3.0,3.0
1c52c30f,52,1,0,10,0|tile=33|consumed=|from=-1|flags=1,-0.4662923216819763,0.0,0.0,0.34916865825653076,0.34916865825653076,0.518836259841919,1,0.5,13,1,0.6273238062858582,0.6273238062858582,True,3.0,3.0
1c52c30f,56,2,0,10,0|tile=17|consumed=|from=-1|flags=0,-0.4662923216819763,0.0,0.0,0.0,0.0,0.03829808905720711,2,0.0,13,1,0.6273238062858582,0.6273238062858582,True,3.0,3.0
1c52c30f,60,3,0,8,0|tile=8|consumed=|from=-1|flags=1,-0.4024864733219147,0.0,0.0,0.7350918650627136,0.7350918650627136,1.0499573945999146,0,1.0,11,1,0.6686554551124573,0.6686554551124573,True,3.0,3.0
1c52c30f,64,0,0,0,0|tile=0|consumed=|from=-1|flags=0,-3.3690271377563477,0.1174263209104538,0.0,-1.0695587396621704,-1.1869850158691406,-1.5952723026275635,3,-1.5,10,2,0.0344238355755806,0.6914212107658386,False,3.0,3.0
1c52c30f,68,1,0,4,0|tile=23|consumed=|from=-1|flags=0,-0.4661061763763428,0.0,0.0,0.3675459325313568,0.3675459325313568,0.5441277027130127,1,0.5,13,1,0.6274406313896179,0.6274406313896179,True,3.0,3.0
1c52c30f,72,2,0,4,0|tile=20|consumed=|from=-1|flags=1,-0.4661061763763428,0.0,0.0,0.0,0.0,0.03829808905720711,2,0.0,13,1,0.6274406313896179,0.6274406313896179,True,3.0,3.0
1c52c30f,76,3,0,1,0|tile=9|consumed=|from=-1|flags=0,-0.3687320351600647,0.0,0.0,0.7737809419631958,0.7737809419631958,1.1032025814056396,0,1.0,10,1,0.6916107535362244,0.6916107535362244,True,3.0,3.0
