lr,target_update_epochs,epoch,post_approx_kl_vs_old,post_ratio_mean,post_ratio_std,post_ratio_min,post_ratio_max,post_clip_fraction,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate,rule_agreement,selected_action_logit_change_mean,prior_top1_logit_change_mean,positive_adv_selected_logit_change_mean,negative_adv_selected_logit_change_mean
3e-05,1,1,1.2068305556278691e-11,1.0000003576278687,4.901114152744412e-06,0.9999814033508301,1.0000176429748535,0.0,0.00011402392556192353,0.00015624838124495,0.0,1.0,-3.783659849432297e-05,-3.745319554582238e-05,-3.762907363125123e-05,-3.858611671603285e-05
3e-05,4,1,1.2068305556278691e-11,1.0000003576278687,4.901114152744412e-06,0.9999814033508301,1.0000176429748535,0.0,0.00011402392556192353,0.00015624838124495,0.0,1.0,-3.783659849432297e-05,-3.745319554582238e-05,-3.762907363125123e-05,-3.858611671603285e-05
3e-05,4,2,3.6585255658305726e-11,1.0000007152557373,8.522067219018936e-06,0.9999620914459229,1.0000355243682861,0.0,7.678314432268962e-05,0.00013338799180928618,0.0,1.0,-7.396985893137753e-05,-7.320344593608752e-05,-7.35603753128089e-05,-7.545819244114682e-05
3e-05,4,3,7.975502896995224e-11,1.000001072883606,1.2580307156895287e-05,0.9999434947967529,1.0000534057617188,0.0,4.367336805444211e-05,0.00012730946764349937,0.0,1.0,-0.00011128430924145505,-0.00011012882168870419,-0.00011067216109950095,-0.00011351672583259642
3e-05,4,4,1.4191930963747268e-10,1.0000015497207642,1.6779780708020553e-05,0.9999244213104248,1.0000715255737305,0.0,3.6907913454342633e-05,0.00017256982391700149,0.0,1.0,-0.00014931756595615298,-0.00014776806347072124,-0.00014850117440801114,-0.00015229899145197123
3e-05,16,1,1.2068305556278691e-11,1.0000003576278687,4.901114152744412e-06,0.9999814033508301,1.0000176429748535,0.0,0.00011402392556192353,0.00015624838124495,0.0,1.0,-3.783659849432297e-05,-3.745319554582238e-05,-3.762907363125123e-05,-3.858611671603285e-05
3e-05,16,2,3.6585255658305726e-11,1.0000007152557373,8.522067219018936e-06,0.9999620914459229,1.0000355243682861,0.0,7.678314432268962e-05,0.00013338799180928618,0.0,1.0,-7.396985893137753e-05,-7.320344593608752e-05,-7.35603753128089e-05,-7.545819244114682e-05
3e-05,16,3,7.975502896995224e-11,1.000001072883606,1.2580307156895287e-05,0.9999434947967529,1.0000534057617188,0.0,4.367336805444211e-05,0.00012730946764349937,0.0,1.0,-0.00011128430924145505,-0.00011012882168870419,-0.00011067216109950095,-0.00011351672583259642
3e-05,16,4,1.4191930963747268e-10,1.0000015497207642,1.6779780708020553e-05,0.9999244213104248,1.0000715255737305,0.0,3.6907913454342633e-05,0.00017256982391700149,0.0,1.0,-0.00014931756595615298,-0.00014776806347072124,-0.00014850117440801114,-0.00015229899145197123
3e-05,16,5,2.2392215859312614e-10,1.0000019073486328,2.1077714336570352e-05,0.9999055862426758,1.000089406967163,0.0,5.644566772389226e-05,0.00026334586436860263,0.0,1.0,-0.000188964229892008,-0.00018701193039305508,-0.00018794309289660305,-0.0001927020202856511
3e-05,16,6,3.2681979345028367e-10,1.0000022649765015,2.546418909332715e-05,0.9998862743377686,1.000108003616333,0.0,8.90418523340486e-05,0.0003581364289857447,0.0,1.0,-0.0002286989038111642,-0.00022633625485468656,-0.0002274661819683388,-0.00023321268963627517
3e-05,16,7,4.510553597292244e-10,1.0000027418136597,2.9913842809037305e-05,0.9998667240142822,1.000126600265503,0.0,0.00012847706966567785,0.00045546740875579417,0.0,1.0,-0.000270367250777781,-0.0002675879222806543,-0.00026891694869846106,-0.0002756760222837329
3e-05,16,8,5.978465500433572e-10,1.0000032186508179,3.44397994922474e-05,0.9998469352722168,1.0001451969146729,0.0,0.00017215737898368388,0.0005557510303333402,0.0,1.0,-0.000314340548356995,-0.00031112891156226397,-0.0003126719093415886,-0.00032046297565102577
3e-05,16,9,7.679573643670778e-10,1.0000035762786865,3.903607648680918e-05,0.9998269081115723,1.0001640319824219,0.0,0.0002177898568334058,0.000657817698083818,0.0,1.0,-0.00035939845838584006,-0.0003557458403520286,-0.0003575025184545666,-0.0003663632378447801
3e-05,16,10,9.633237540995765e-10,1.0000039339065552,4.371889735921286e-05,0.9998068809509277,1.0001835823059082,0.0,0.0002636368153616786,0.0007604738348163664,0.0,1.0,-0.00040430433000437915,-0.00040020080632530153,-0.0004021777422167361,-0.0004121308447793126
3e-05,16,11,1.184233489048836e-09,1.0000044107437134,4.8475823859917e-05,0.999786376953125,1.0002033710479736,0.0,0.0003116561274509877,0.000865935639012605,0.0,1.0,-0.00045123600284568965,-0.0004466695827431977,-0.0004488679114729166,-0.00045996284461580217
3e-05,16,12,1.4331811293288865e-09,1.000004768371582,5.332790169632062e-05,0.9997656345367432,1.0002233982086182,0.0,0.00036030946648679674,0.0009727333090268075,0.0,1.0,-0.0004986765561625361,-0.0004936346085742116,-0.0004960623919032514,-0.0005083296564407647
3e-05,16,13,1.710982022729013e-09,1.0000052452087402,5.826907363370992e-05,0.9997444748878479,1.0002434253692627,0.0,0.00040948859532363713,0.0010808483930304646,0.0,1.0,-0.0005465608555823565,-0.0005410295561887324,-0.0005436892388388515,-0.0005571802030317485
3e-05,16,14,2.0193871019813514e-09,1.0000054836273193,6.330296309897676e-05,0.9997230172157288,1.0002641677856445,0.0,0.0004586370778270066,0.001189792761579156,0.0,1.0,-0.0005943516152910888,-0.0005883180419914424,-0.0005912159103900194,-0.0006059674196876585
3e-05,16,15,2.359228812309766e-09,1.0000059604644775,6.842100265203044e-05,0.9997013211250305,1.0002849102020264,0.0,0.0005089477053843439,0.0013008217792958021,0.0,1.0,-0.0006432502996176481,-0.0006367006571963429,-0.0006398402620106936,-0.000655899930279702
3e-05,16,16,2.7333482144342724e-09,1.0000064373016357,7.364848715951666e-05,0.9996796250343323,1.0003058910369873,0.0,0.0005591956432908773,0.0014127587201073766,0.0,1.0,-0.0006920394371263683,-0.0006849612109363079,-0.0006883440655656159,-0.0007057629409246147
0.0003,1,1,8.562393016831038e-10,1.000003695487976,4.121317761018872e-05,0.9998147487640381,1.0001749992370605,0.0,0.00023886891722213477,0.0007159393280744553,0.0,1.0,-0.0003802057763095945,-0.00037649471778422594,-0.0003783006686717272,-0.00038726601633243263
0.0003,4,1,8.562393016831038e-10,1.000003695487976,4.121317761018872e-05,0.9998147487640381,1.0001749992370605,0.0,0.00023886891722213477,0.0007159393280744553,0.0,1.0,-0.0003802057763095945,-0.00037649471778422594,-0.0003783006686717272,-0.00038726601633243263
0.0003,4,2,3.657645075705318e-09,1.0000075101852417,8.519738184986636e-05,0.9996231198310852,1.0003608465194702,0.0,0.0006906621856614947,0.001726718619465828,0.0,1.0,-0.0008215990965254605,-0.0008137270924635231,-0.0008177928975783288,-0.0008336963946931064
0.0003,4,3,9.094553554689355e-09,1.0000115633010864,0.00013436656445264816,0.9994146227836609,1.000562310218811,0.0,0.0011537076206877828,0.002803922863677144,0.0,1.0,-0.0012715891934931278,-0.0012587520759552717,-0.0012654982274398208,-0.0012898913118988276
0.0003,4,4,1.81925692288587e-08,1.0000159740447998,0.00019006646471098065,0.9991837739944458,1.0007823705673218,0.0,0.001628255588002503,0.003955644555389881,0.0,1.0,-0.0017307710368186235,-0.001712011406198144,-0.0017216479172930121,-0.0017582336440682411
0.0003,16,1,8.562393016831038e-10,1.000003695487976,4.121317761018872e-05,0.9998147487640381,1.0001749992370605,0.0,0.00023886891722213477,0.0007159393280744553,0.0,1.0,-0.0003802057763095945,-0.00037649471778422594,-0.0003783006686717272,-0.00038726601633243263
0.0003,16,2,3.657645075705318e-09,1.0000075101852417,8.519738184986636e-05,0.9996231198310852,1.0003608465194702,0.0,0.0006906621856614947,0.001726718619465828,0.0,1.0,-0.0008215990965254605,-0.0008137270924635231,-0.0008177928975783288,-0.0008336963946931064
0.0003,16,3,9.094553554689355e-09,1.0000115633010864,0.00013436656445264816,0.9994146227836609,1.000562310218811,0.0,0.0011537076206877828,0.002803922863677144,0.0,1.0,-0.0012715891934931278,-0.0012587520759552717,-0.0012654982274398208,-0.0012898913118988276
0.0003,16,4,1.81925692288587e-08,1.0000159740447998,0.00019006646471098065,0.9991837739944458,1.0007823705673218,0.0,0.001628255588002503,0.003955644555389881,0.0,1.0,-0.0017307710368186235,-0.001712011406198144,-0.0017216479172930121,-0.0017582336440682411
0.0003,16,5,3.223020783593711e-08,1.000020980834961,0.00025300224660895765,0.9989053010940552,1.001023530960083,0.0,0.002146640792489052,0.0052228267304599285,0.0,1.0,-0.0022311967331916094,-0.0022054591681808233,-0.0022180930245667696,-0.002271120436489582
0.0003,16,6,5.28376418174048e-08,1.0000264644622803,0.00032395723974332213,0.9985285997390747,1.0012882947921753,0.0,0.002710933331400156,0.006615800783038139,0.0,1.0,-0.002774744527414441,-0.0027408634778112173,-0.0027568615041673183,-0.0028302823193371296
0.0003,16,7,8.21136154627311e-08,1.0000325441360474,0.0004038721672259271,0.9980844855308533,1.001579761505127,0.0,0.003316574962809682,0.008142534643411636,0.0,1.0,-0.003356550121679902,-0.00331323454156518,-0.0033330945298075676,-0.0034309616312384605
0.0003,16,8,1.227629837785571e-07,1.0000393390655518,0.0004938376951031387,0.9975723028182983,1.0019007921218872,0.0,0.004028882831335068,0.009885587729513645,0.0,1.0,-0.004041579086333513,-0.00398738170042634,-0.004012018907815218,-0.0041384161449968815
0.0003,16,9,1.7820377706811996e-07,1.000046730041504,0.0005949963815510273,0.9969807267189026,1.0022536516189575,0.0,0.004801997449249029,0.011828995309770107,0.0,1.0,-0.004783518612384796,-0.004716851748526096,-0.00474704010412097,-0.004907222930341959
0.0003,16,10,2.528307163629506e-07,1.000055193901062,0.000708713021595031,0.9962999224662781,1.0027813911437988,0.0,0.005646168254315853,0.01399210188537836,0.0,1.0,-0.005592238623648882,-0.005511311814188957,-0.00554813863709569,-0.005747056100517511
