batch_row_count,build_batch_sec,changed_rank_mean,checkpoint_path,checkpoint_sec,checkpoint_sha256,clip_like_logit_delta_max,config_key,config_key_label,config_path,delta_support_mode,delta_support_topk,entropy_coef,episode_count,extra_mortal_count,fail_closed_count,forced_autopilot_action_types,iteration,iteration_sec,lr,mapping_available_count,mapping_available_rate,mapping_row_count,metrics_sec,missing_legal_count,mortal_teacher_checkpoint,mortal_teacher_eval_batch_size,mortal_teacher_strict_extra_mask,opponent_mode,pilot_config_id,policy_top1_vs_rule_top1_rate,policy_top1_vs_teacher_top1_rate,rank_ge5_rate,rerun_config_id,response_action_types,rollout_sec,rollout_seed,rows_per_sec,rule_kl_coef,rule_score_scale,rule_score_scale_version,self_turn_action_types,source_config_id,support_policy_mode,teacher_cache_sec,teacher_ce,teacher_contract_version,teacher_entropy,teacher_eval_sec,teacher_kl,teacher_loss,teacher_margin,teacher_policy_agreement,teacher_prior_agreement,teacher_row_valid_count,teacher_source,teacher_support,teacher_temperature,teacher_topk,top1_changed_vs_parent_rate,top1_changed_vs_source_rate,torch_seed,update_epochs,update_sec
45,0.131438247000915,2.0,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_iter16/checkpoint_config_000/policy_final.pt,0.02636551999967196,5d0722636fca0617bc65de7edbf64d0c56b21f3c54ace830f1331ccdd211b03a,0.19329458475112915,{},{},reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_iter16/checkpoint_config_000/config.json,topk,3,,2,1,0,"TSUMO,RON,RYUKYOKU",0,2.0594447439980286,0.001,45,1.0,45,0.013135463999788044,0,artifacts/mortal_training/mortal.pth,256,False,rule_prior_greedy,0,0.9333333298563957,0.75,0.0,0,"PASS,RON,PON,CHI",1.7229874549993838,202604330000,21.85054982958216,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,0.025555022002663463,0.7502428889274597,mortal_action_teacher_v1,0.2664242684841156,0.12556508800116717,0.4838186502456665,0.7502428889274597,4.443326950073242,0.75,0.8055555820465088,36.0,mortal-action-q,topk,1.0,3,0.0,0.20000000298023224,202604330000,1,0.012239286999829346
41,0.11998067899912712,2.0,reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_iter16/checkpoint_config_000/policy_final.pt,0.004572386002109852,4426ff26216e1803bfe04c71792e42544215b3587a09e0b2301e6165d3eb5faf,0.18176054954528809,{},{},reports/keqingrl_mortal_action_q_imitation_train_20260429_source93_step20000_iter16/checkpoint_config_000/config.json,topk,3,,2,0,0,"TSUMO,RON,RYUKYOKU",0,1.8396335809993616,0.001,41,1.0,41,0.016567457001656294,0,artifacts/mortal_training/mortal.pth,256,False,rule_prior_greedy,1,0.9756097570061684,0.5,0.0,0,"PASS,RON,PON,CHI",1.649373401000048,202604430000,22.287046955148092,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,0.027164273997186683,0.9478602409362793,mortal_action_teacher_v1,0.4316937327384949,0.11400983499697759,0.5161665678024292,0.9478602409362793,2.5642659664154053,0.5,0.46875,32.0,mortal-action-q,topk,1.0,3,0.0,0.19512194395065308,202604430000,1,0.019218841000110842
