batch_row_count,build_batch_sec,changed_rank_mean,checkpoint_path,checkpoint_sec,checkpoint_sha256,clip_like_logit_delta_max,config_key,config_key_label,config_path,delta_support_mode,delta_support_topk,entropy_coef,episode_count,extra_mortal_count,fail_closed_count,forced_autopilot_action_types,iteration,iteration_sec,lr,mapping_available_count,mapping_available_rate,mapping_row_count,metrics_sec,missing_legal_count,mortal_teacher_checkpoint,mortal_teacher_strict_extra_mask,opponent_mode,pilot_config_id,policy_top1_vs_rule_top1_rate,policy_top1_vs_teacher_top1_rate,rank_ge5_rate,rerun_config_id,response_action_types,rollout_sec,rollout_seed,rows_per_sec,rule_kl_coef,rule_score_scale,rule_score_scale_version,self_turn_action_types,source_config_id,support_policy_mode,teacher_cache_sec,teacher_ce,teacher_contract_version,teacher_entropy,teacher_kl,teacher_loss,teacher_margin,teacher_policy_agreement,teacher_prior_agreement,teacher_row_valid_count,teacher_source,teacher_support,teacher_temperature,teacher_topk,top1_changed_vs_parent_rate,top1_changed_vs_source_rate,torch_seed,update_epochs,update_sec
45,0.0034260620013810694,2.0,reports/keqingrl_mortal_action_q_imitation_optimized_smoke_20260430/checkpoint_config_000/policy_final.pt,0.005735961000027601,d75c056d775f74bc95d4e728875fa5c4c1f1bc0e5f77acc2520efaa216923ce8,0.1933472752571106,{},{},reports/keqingrl_mortal_action_q_imitation_optimized_smoke_20260430/checkpoint_config_000/config.json,topk,3,,2,1,0,"TSUMO,RON,RYUKYOKU",0,4.746537326998805,0.001,45,1.0,45,0.025696160999359563,0,artifacts/mortal_training/mortal.pth,False,rule_prior_greedy,0,0.9333333298563957,0.75,0.0,0,"PASS,RON,PON,CHI",4.415820784997777,202604330000,9.480595410897804,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,0.029770452998491237,0.7502429485321045,mortal_action_teacher_v1,0.2664243280887604,0.48381859064102173,0.7502429485321045,4.443326950073242,0.75,0.8055555820465088,36.0,mortal-action-q,topk,1.0,3,0.0,0.20000000298023224,202604330000,1,0.10259210000003804
41,0.0038140770011523273,2.0,reports/keqingrl_mortal_action_q_imitation_optimized_smoke_20260430/checkpoint_config_001/policy_final.pt,0.00466313500146498,92081429dc6efaa5a38d127c7fa1b56147eb868aecd06bc26698656a521ba515,0.1813206672668457,{},{},reports/keqingrl_mortal_action_q_imitation_optimized_smoke_20260430/checkpoint_config_001/config.json,topk,3,,2,0,0,"TSUMO,RON,RYUKYOKU",0,4.407570692001173,0.001,41,1.0,41,0.01592580600117799,0,artifacts/mortal_training/mortal.pth,False,rule_prior_greedy,1,0.9756097570061684,0.5,0.0,0,"PASS,RON,PON,CHI",4.348888379001437,202604430000,9.302176383558976,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,0.01735179500246886,0.9478603005409241,mortal_action_teacher_v1,0.43169376254081726,0.5161665678024292,0.9478603005409241,2.5642659664154053,0.5,0.46875,32.0,mortal-action-q,topk,1.0,3,0.0,0.19512194395065308,202604430000,1,0.01394017399798031
