batch_row_count,changed_rank_mean,checkpoint_path,checkpoint_sha256,clip_like_logit_delta_max,config_key,config_key_label,config_path,delta_support_mode,delta_support_topk,entropy_coef,episode_count,extra_mortal_count,fail_closed_count,forced_autopilot_action_types,iteration,lr,mapping_available_count,mapping_available_rate,mapping_row_count,missing_legal_count,mortal_teacher_checkpoint,mortal_teacher_strict_extra_mask,opponent_mode,pilot_config_id,policy_top1_vs_rule_top1_rate,policy_top1_vs_teacher_top1_rate,rank_ge5_rate,rerun_config_id,response_action_types,rollout_seed,rule_kl_coef,rule_score_scale,rule_score_scale_version,self_turn_action_types,source_config_id,support_policy_mode,teacher_ce,teacher_contract_version,teacher_entropy,teacher_kl,teacher_loss,teacher_margin,teacher_policy_agreement,teacher_prior_agreement,teacher_row_valid_count,teacher_source,teacher_support,teacher_temperature,teacher_topk,top1_changed_vs_parent_rate,top1_changed_vs_source_rate,torch_seed,update_epochs
39,0.0,reports/keqingrl_mortal_action_q_imitation_script_smoke_20260429/checkpoint_config_000/policy_final.pt,0f529279c906704b72dc9201559de127629dc109d229ae499ad051f35b0b40a8,0.23655539751052856,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",tempered_ratio_ppo_diagnostic/tempered_ratio_movement_quality_gate/rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_mortal_action_q_imitation_script_smoke_20260429/checkpoint_config_000/config.json,topk,3,,2,2,0,"TSUMO,RON,RYUKYOKU",0,0.001,39,1.0,39,0,artifacts/mortal_training/mortal.pth,False,rulebase,0,1.0,0.75,0.0,0,"PASS,RON,PON,CHI",202604330000,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,0.7966143488883972,mortal_action_teacher_v1,0.21139109134674072,0.5852232575416565,0.7966143488883972,4.699594497680664,0.75,0.75,36.0,mortal-action-q,topk,1.0,3,0.0,0.1538461595773697,202604330000,1
