actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,iteration,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,rollout_seed,source_action_ids_json,step_index,torch_seed
0,"PASS,RON,PON,CHI",06343fcf,[],[42],"""""",0,"""""",2,"[""5|tile=32|consumed=32,32|from=3|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",61,202604330000
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",06343fcf,[],[42],"""""",0,"""""",9,"[""0|tile=1|consumed=|from=-1|flags=0"",""0|tile=11|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[1,3,6,7,8,11,15,29,32,42]",0,,202604330000,"[[1],[11],[3],[6],[15],[7],[8],[32],[29]]",78,202604330000
