batch_row_count,build_batch_sec,changed_rank_mean,checkpoint_path,checkpoint_sec,checkpoint_sha256,clip_like_logit_delta_max,config_key,config_key_label,config_path,defer_mortal_observation_bridge,delta_support_mode,delta_support_topk,device_transfer_sec,entropy_coef,episode_count,extra_mortal_count,fail_closed_count,forced_autopilot_action_types,iteration,iteration_sec,lr,mapping_available_count,mapping_available_rate,mapping_row_count,metrics_sec,missing_legal_count,mortal_obs_bridge_sec,mortal_teacher_checkpoint,mortal_teacher_eval_batch_size,mortal_teacher_strict_extra_mask,opponent_mode,pilot_config_id,policy_top1_vs_rule_top1_rate,policy_top1_vs_teacher_top1_rate,rank_ge5_rate,rerun_config_id,response_action_types,rollout_sec,rollout_seed,rows_per_sec,rule_kl_coef,rule_score_scale,rule_score_scale_version,self_turn_action_types,source_config_id,support_policy_mode,teacher_cache_sec,teacher_ce,teacher_contract_version,teacher_entropy,teacher_eval_sec,teacher_kl,teacher_loss,teacher_margin,teacher_policy_agreement,teacher_prior_agreement,teacher_row_valid_count,teacher_source,teacher_support,teacher_temperature,teacher_topk,top1_changed_vs_parent_rate,top1_changed_vs_source_rate,torch_seed,update_epochs,update_sec
5512,0.5175340409987257,2.2603485838779958,reports/keqingrl_mortal_action_q_imitation_train_20260430_source93_step20000_allseats_iter12_from_iter16/checkpoint_config_000/policy_iter_0004.pt,0.004206589997920673,9cc36c3a575a39fda001949b57b3e2d494283385c277f4e39af944efdaacc5be,1.08204984664917,{},{},reports/keqingrl_mortal_action_q_imitation_train_20260430_source93_step20000_allseats_iter12_from_iter16/checkpoint_config_000/config_iter_0004.json,True,topk,3,3.126000228803605e-05,,64,88,0,"TSUMO,RON,RYUKYOKU",3,101.92788551000558,0.004,5512,1.0,5512,0.8588020109964418,0,8.21650440600206,artifacts/mortal_training/mortal.pth,256,False,rule_prior_greedy,0,0.8334542810916901,0.6761142611503601,0.0010893246187363835,0,"PASS,RON,PON,CHI",75.372510539004,202604330192,54.07744870228789,,0.25,keqingrl_rule_score_scale_v1,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",93,support-only-topk,2.4347820449984283,0.8356825709342957,mortal_action_teacher_v1,0.4132674038410187,12.970673325005919,0.422415167093277,0.8356825709342957,2.9209845066070557,0.6761142611503601,0.6434444189071655,4622.0,mortal-action-q,topk,1.0,3,0.0535195954144001,0.16382437944412231,202604330003,3,1.5485852869969676
