config_id,iteration,seed,rule_kl_coef,entropy_coef,lr,opponent_mode,approx_kl,clip_fraction,entropy,rule_kl,rule_agreement,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate,rank_pt,fourth_rate,deal_in_rate,batch_size,episode_count,illegal_action_rate,fallback_rate,forced_terminal_missed
0,0,24860425,0.02,0.01,0.0001,rule_prior_greedy,0.0,0.0,1.3873827457427979,1.037609109744153e-09,1.0,5.7220840972149745e-05,0.0001852888090070337,0.0,-0.375,0.5,0.0,117,8,0.0,0.0,0
0,1,24870425,0.02,0.01,0.0001,rule_prior_greedy,5.432846880704112e-12,0.0,1.448606252670288,7.218834419120412e-09,1.0,0.00013836566358804703,0.00039359304355457425,0.0,-0.125,0.375,0.0,117,8,0.0,0.0,0
0,2,24880425,0.02,0.01,0.0001,rule_prior_greedy,8.266146447888367e-12,0.0,1.407481074333191,-8.442743393288765e-09,1.0,0.00022901076590642333,0.00048285245429724455,0.0,-0.3125,0.5,0.0,116,8,0.0,0.0,0
0,3,24890425,0.02,0.01,0.0001,rule_prior_greedy,7.3793141736056e-12,0.0,1.3949620723724365,-1.7467820967453918e-08,1.0,0.00027771206805482507,0.0005330655258148909,0.0,-0.0625,0.375,0.0,111,8,0.0,0.0,0
0,4,24900425,0.02,0.01,0.0001,rule_prior_greedy,1.7706860283572823e-11,0.0,1.476533055305481,-2.019065092895289e-08,1.0,0.00027437400422059,0.000539162487257272,0.0,-0.6875,0.625,0.0,118,8,0.0,0.0,0
