actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,iteration,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,rollout_seed,source_action_ids_json,step_index,torch_seed
3,"PASS,RON,PON,CHI",605be149,[],[42],"""""",0,"""""",2,"[""5|tile=2|consumed=2,2|from=1|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",34,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",605be149,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=1"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,9,14,15,19,20,23,32,42]",0,,202604330000,"[[9],[19],[2],[20],[3],[4,34],[14],[23],[15],[32]]",51,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",605be149,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=1|consumed=|from=-1|flags=1"",""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[1,2,3,4,9,14,15,19,20,32,42]",0,,202604330000,"[[9],[1],[19],[2],[20],[3],[4,34],[14],[15],[32]]",67,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",605be149,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,6,9,14,15,19,20,32,42]",0,,202604330000,"[[9],[19],[2],[20],[3],[4,34],[14],[6],[15],[32]]",83,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",605be149,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=1"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,9,14,15,19,20,22,32,42]",0,,202604330000,"[[9],[19],[2],[20],[3],[4,34],[22,36],[14],[15],[32]]",99,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",605be149,[],[42],"""""",0,"""""",9,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=1"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,9,14,15,20,22,32,42]",0,,202604330000,"[[9],[2],[20],[3],[4,34],[22,36],[14],[15],[32]]",115,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",605be149,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=1"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,9,14,15,20,22,26,32,42]",0,,202604330000,"[[9],[2],[20],[3],[4,34],[22,36],[14],[15],[26],[32]]",131,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",605be149,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=1"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,9,14,15,20,22,25,32,42]",0,,202604330000,"[[9],[2],[20],[3],[4,34],[22,36],[14],[15],[25],[32]]",147,202604330000
1,"PASS,RON,PON,CHI",605be149,[],[42],"""""",0,"""""",2,"[""5|tile=5|consumed=5,5|from=2|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",285,202604330000
2,"PASS,RON,PON,CHI",cc8d54e3,[],[42],"""""",0,"""""",2,"[""5|tile=22|consumed=22,22|from=1|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",198,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",cc8d54e3,[],[42],"""""",0,"""""",9,"[""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=1"",""0|tile=30|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,7,15,16,17,27,30,31,32,42]",0,,202604330000,"[[3],[15],[7],[16],[17],[27],[32],[30],[31]]",205,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",cc8d54e3,[],[42],"""""",0,"""""",9,"[""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=30|consumed=|from=-1|flags=1"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,7,15,16,17,27,30,31,32,42]",0,,202604330000,"[[3],[15],[7],[16],[17],[27],[32],[30],[31]]",221,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",cc8d54e3,[],[42],"""""",0,"""""",8,"[""0|tile=15|consumed=|from=-1|flags=1"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=30|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[7,15,16,17,27,30,31,32,42]",0,,202604330000,"[[15],[7],[16],[17],[27],[32],[30],[31]]",237,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",cc8d54e3,[],[42],"""""",0,"""""",9,"[""0|tile=23|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=30|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[7,15,16,17,23,27,30,31,32,42]",0,,202604330000,"[[23],[15],[7],[16],[17],[27],[32],[30],[31]]",251,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",cc8d54e3,[],[42],"""""",0,"""""",9,"[""0|tile=10|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=30|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[7,10,15,16,17,27,30,31,32,42]",0,,202604330000,"[[10],[15],[7],[16],[17],[27],[32],[30],[31]]",267,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",cc8d54e3,[],[42],"""""",0,"""""",9,"[""0|tile=14|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=30|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[7,14,15,16,17,27,30,31,32,42]",0,,202604330000,"[[14],[15],[7],[16],[17],[27],[32],[30],[31]]",283,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",2cb55717,[],[42],"""""",0,"""""",11,"[""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=11|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=12|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=1"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=28|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[11,12,13,14,16,17,19,20,23,28,29,42]",0,,202604330000,"[[19],[11],[20],[12],[13,35],[14],[23],[16],[17],[28],[29]]",90,202604330000
0,"PASS,RON,PON,CHI",59b0d9e4,[],[42],"""""",0,"""""",2,"[""5|tile=31|consumed=31,31|from=3|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",123,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",61b92626,[],[42],"""""",0,"""""",8,"[""0|tile=1|consumed=|from=-1|flags=0"",""0|tile=11|consumed=|from=-1|flags=0"",""0|tile=5|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=1"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[1,5,7,11,16,23,26,27,42]",0,,202604330000,"[[1],[11],[5],[23],[7],[16],[26],[27]]",122,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",61b92626,[],[42],"""""",0,"""""",7,"[""0|tile=11|consumed=|from=-1|flags=0"",""0|tile=5|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=7|consumed=|from=-1|flags=1"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[5,7,11,16,23,26,27,42]",0,,202604330000,"[[11],[5],[23],[7],[16],[26],[27]]",138,202604330000
