normalize_advantages,lr,target_update_epochs,actor_only,entropy_coef,epoch,total_loss,policy_loss,actor_grad_norm_total,policy_mlp_final_grad_norm,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate
True,0.0003,16,True,0.0,1,0.08509033173322678,0.08509033173322678,0.003947515795432394,0.00394750671727515,0.0001237609685631469,0.0005152445519343019,0.0
True,0.0003,16,True,0.0,2,0.08508576452732086,0.08508576452732086,0.0038052706810652284,0.003805119530975668,0.00017556746024638414,0.0008729949477128685,0.0
True,0.0003,16,True,0.0,3,0.08508046716451645,0.08508046716451645,0.004076621413107919,0.004076019870796886,0.0002692300477065146,0.0013138109352439642,0.0
True,0.0003,16,True,0.0,4,0.08507402241230011,0.08507402241230011,0.004442517465163354,0.004441150400138339,0.00037525611696764827,0.0017963733989745378,0.0
True,0.0003,16,True,0.0,5,0.08506627380847931,0.08506627380847931,0.004866525218323578,0.004864051846186057,0.0004979506484232843,0.0024224764201790094,0.0
True,0.0003,16,True,0.0,6,0.08505704253911972,0.08505704253911972,0.0053367662422783985,0.005332803690168195,0.0006346452282741666,0.003147049341350794,0.0
True,0.0003,16,True,0.0,7,0.08504613488912582,0.08504613488912582,0.005854310098340989,0.005848412080242978,0.0007877363241277635,0.003978951368480921,0.0
True,0.0003,16,True,0.0,8,0.08503333479166031,0.08503333479166031,0.006419872210034581,0.006411559167189138,0.0009598144679330289,0.00493416003882885,0.0
True,0.0003,16,True,0.0,9,0.08501846343278885,0.08501846343278885,0.007033200840935153,0.00702189330608317,0.0011562214931473136,0.005994983483105898,0.0
True,0.0003,16,True,0.0,10,0.08500121533870697,0.08500121533870697,0.007699980556049948,0.007684998070063892,0.0013789457734674215,0.007186588831245899,0.0
True,0.0003,16,True,0.0,11,0.0849812850356102,0.0849812850356102,0.008424747784853508,0.00840532640971979,0.0016317102126777172,0.00852429773658514,0.0
True,0.0003,16,True,0.0,12,0.08495840430259705,0.08495840430259705,0.009210242589275674,0.009185511800254734,0.0019172040047124028,0.010046862997114658,0.0
True,0.0003,16,True,0.0,13,0.0849321112036705,0.0849321112036705,0.01006254698152153,0.010031400899651736,0.002240010304376483,0.011776535771787167,0.0
True,0.0003,16,True,0.0,14,0.08490199595689774,0.08490199595689774,0.010988731555461196,0.010949960092237837,0.0026040910743176937,0.013753747567534447,0.0
True,0.0003,16,True,0.0,15,0.08486759662628174,0.08486759662628174,0.011992646664117838,0.011944726003536152,0.003014736343175173,0.01600906439125538,0.0
True,0.0003,16,True,0.0,16,0.08482833206653595,0.08482833206653595,0.01308426983302917,0.013025481976247245,0.003476780140772462,0.01860380917787552,0.0
True,0.0003,16,True,0.001,1,0.08366842567920685,0.08509033173322678,0.0039350442523024675,0.003935035196871535,9.624863014323637e-05,0.0004700920544564724,0.0
True,0.0003,16,True,0.001,2,0.08366385102272034,0.08508574962615967,0.0037937001181650234,0.0037935493302020213,0.00016736202815081924,0.0008040528045967221,0.0
True,0.0003,16,True,0.001,3,0.08365859091281891,0.08508047461509705,0.004064584087475672,0.004063983931915416,0.0002642052131704986,0.0013202271657064557,0.0
True,0.0003,16,True,0.001,4,0.08365215361118317,0.08507401496171951,0.004429644505965234,0.004428281096835094,0.0003715721541084349,0.0018975844141095877,0.0
