lr,target_update_epochs,epoch,post_approx_kl_vs_old,post_ratio_mean,post_ratio_std,post_ratio_min,post_ratio_max,post_clip_fraction,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate,rule_agreement,selected_action_logit_change_mean,prior_top1_logit_change_mean,positive_adv_selected_logit_change_mean,negative_adv_selected_logit_change_mean
3e-05,1,1,0.06416159868240356,0.7498105764389038,0.15069377422332764,0.6084988713264465,1.0000271797180176,0.7405966520309448,0.00013188409502618015,0.00025981635553762317,0.0,1.0,1.8178363461629488e-05,1.8490871298126876e-05,1.7853099052445032e-05,1.8822574929799885e-05
3e-05,4,1,0.06416159868240356,0.7498105764389038,0.15069377422332764,0.6084988713264465,1.0000271797180176,0.7405966520309448,0.00013188409502618015,0.00025981635553762317,0.0,1.0,1.8178363461629488e-05,1.8490871298126876e-05,1.7853099052445032e-05,1.8822574929799885e-05
3e-05,4,2,0.06416122615337372,0.7498111128807068,0.1506933569908142,0.6085004806518555,1.0000543594360352,0.7405966520309448,0.00014938105596229434,0.0003173826262354851,0.0,1.0,3.8789530663052574e-05,3.94136986869853e-05,3.8141275581438094e-05,4.004934089607559e-05
3e-05,4,3,0.06416084617376328,0.749811589717865,0.1506929248571396,0.6085020303726196,1.0000817775726318,0.7405966520309448,0.00016997345665004104,0.00037798279663547873,0.0,1.0,6.250878504943103e-05,6.344573921523988e-05,6.154321454232559e-05,6.434800161514431e-05
3e-05,4,4,0.06416045874357224,0.749812126159668,0.15069249272346497,0.6085020899772644,1.0001094341278076,0.7405966520309448,0.00019314564997330308,0.0004480603674892336,0.0,1.0,8.882655674824491e-05,9.008163760881871e-05,8.75463811098598e-05,9.121194307226688e-05
3e-05,16,1,0.06416159868240356,0.7498105764389038,0.15069377422332764,0.6084988713264465,1.0000271797180176,0.7405966520309448,0.00013188409502618015,0.00025981635553762317,0.0,1.0,1.8178363461629488e-05,1.8490871298126876e-05,1.7853099052445032e-05,1.8822574929799885e-05
3e-05,16,2,0.06416122615337372,0.7498111128807068,0.1506933569908142,0.6085004806518555,1.0000543594360352,0.7405966520309448,0.00014938105596229434,0.0003173826262354851,0.0,1.0,3.8789530663052574e-05,3.94136986869853e-05,3.8141275581438094e-05,4.004934089607559e-05
3e-05,16,3,0.06416084617376328,0.749811589717865,0.1506929248571396,0.6085020303726196,1.0000817775726318,0.7405966520309448,0.00016997345665004104,0.00037798279663547873,0.0,1.0,6.250878504943103e-05,6.344573921523988e-05,6.154321454232559e-05,6.434800161514431e-05
3e-05,16,4,0.06416045874357224,0.749812126159668,0.15069249272346497,0.6085020899772644,1.0001094341278076,0.7405966520309448,0.00019314564997330308,0.0004480603674892336,0.0,1.0,8.882655674824491e-05,9.008163760881871e-05,8.75463811098598e-05,9.121194307226688e-05
3e-05,16,5,0.06416007876396179,0.7498127818107605,0.15069206058979034,0.6085010170936584,1.0001373291015625,0.7405966520309448,0.00021887340699322522,0.0005408547585830092,0.0,1.0,0.00011771998833864927,0.0001192953932331875,0.00011613257811404765,0.00012061169400112703
3e-05,16,6,0.06415969878435135,0.7498133182525635,0.15069161355495453,0.6084999442100525,1.0001657009124756,0.7405966520309448,0.0002458760282024741,0.0006358565296977758,0.0,1.0,0.00014791668218094856,0.0001498176425229758,0.00014602496230509132,0.00015127871301956475
3e-05,16,7,0.06415930390357971,0.7498139142990112,0.1506911665201187,0.608498752117157,1.0001943111419678,0.7405966520309448,0.0002746670215856284,0.0007337683346122503,0.0,1.0,0.00017992292123381048,0.00018215601448900998,0.00017773419676814228,0.00018370861653238535
