normalize_advantages,lr,target_update_epochs,actor_only,entropy_coef,epoch,total_loss,policy_loss,actor_grad_norm_total,policy_mlp_final_grad_norm,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate
True,0.0003,16,False,0.0,9,0.2633556127548218,0.0701289176940918,0.17679151262414924,0.0053489027507605084,0.00248709530569613,0.010484074242413044,0.0
True,0.0003,16,False,0.0,10,0.2627543807029724,0.07011780887842178,0.18610115002885855,0.005618841564959261,0.002865523099899292,0.012166579253971577,0.0
True,0.0003,16,False,0.0,11,0.2617877125740051,0.07010546326637268,0.1837298497827188,0.0059052807401930845,0.0032710544764995575,0.01398071926087141,0.0
True,0.0003,16,False,0.0,12,0.2605442404747009,0.07009178400039673,0.17273085230470558,0.006210431126185715,0.0037087395321577787,0.015941167250275612,0.0
True,0.0003,16,False,0.0,13,0.25913888216018677,0.07007662951946259,0.15606623173889728,0.006535869287884096,0.004170457366853952,0.018050145357847214,0.0
True,0.0003,16,False,0.0,14,0.25768452882766724,0.07005995512008667,0.1357535474066758,0.006880152867850021,0.00466920854523778,0.02034013159573078,0.0
True,0.0003,16,False,0.0,15,0.2562732398509979,0.07004159688949585,0.11502801076170305,0.007245470685580572,0.00520471902564168,0.022798197343945503,0.0
True,0.0003,16,False,0.0,16,0.2549792528152466,0.07002139836549759,0.09799557724633043,0.007634753967411293,0.005779942963272333,0.025449246168136597,0.0
True,0.0003,16,False,0.001,1,0.2809677720069885,0.07018711417913437,0.45372850683367566,0.004094757908012087,0.0002989656350109726,0.000950751593336463,0.0
True,0.0003,16,False,0.001,2,0.27368414402008057,0.07018179446458817,0.3381401121571224,0.00397400836536292,0.0005099898553453386,0.001848448533564806,0.0
True,0.0003,16,False,0.001,3,0.2684410512447357,0.07017619907855988,0.23535708254664695,0.004078794032351103,0.0007871041307225823,0.0028587074484676123,0.0
True,0.0003,16,False,0.001,4,0.26501137018203735,0.070170097053051,0.1446045758553926,0.0042323301152814696,0.0010499978670850396,0.003900886047631502,0.0
True,0.0003,16,False,0.001,5,0.26312100887298584,0.07016341388225555,0.0790693746972489,0.004412998035772735,0.0013103452511131763,0.004995254799723625,0.0
True,0.0003,16,False,0.001,6,0.26235339045524597,0.07015607506036758,0.07955972793978211,0.004615121983158711,0.0015759868547320366,0.006218203343451023,0.0
True,0.0003,16,False,0.001,7,0.26220038533210754,0.07014795392751694,0.11964212418679518,0.004836394165109994,0.0018658540211617947,0.0075445640832185745,0.0
True,0.0003,16,False,0.001,8,0.26217156648635864,0.07013893872499466,0.1548597591490643,0.005074713687638643,0.002180876210331917,0.008977263234555721,0.0
True,0.0003,16,False,0.001,9,0.2619313895702362,0.07012893259525299,0.17679079468037015,0.005328585754385215,0.002515518805012107,0.010517969727516174,0.0
True,0.0003,16,False,0.001,10,0.2613302171230316,0.07011781632900238,0.18610041861630175,0.005597641260867571,0.0028726833406835794,0.012177408672869205,0.0
True,0.0003,16,False,0.001,11,0.2603635787963867,0.07010547071695328,0.1837290382256873,0.005883075791570895,0.0032539749518036842,0.01396535336971283,0.0
True,0.0003,16,False,0.001,12,0.2591201663017273,0.07009179890155792,0.1727298986036536,0.006187112343348229,0.0036569656804203987,0.015888113528490067,0.0
True,0.0003,16,False,0.001,13,0.2577148973941803,0.07007666677236557,0.15606508560605561,0.006511342956292193,0.004082739353179932,0.017958151176571846,0.0
True,0.0003,16,False,0.001,14,0.25626057386398315,0.07005997747182846,0.13575212186364022,0.006854338021167654,0.0045365747064352036,0.02019931562244892,0.0
True,0.0003,16,False,0.001,15,0.254849374294281,0.07004164159297943,0.115026170673208,0.007218286751028484,0.0050232005305588245,0.022604508325457573,0.0
True,0.0003,16,False,0.001,16,0.25355544686317444,0.07002144306898117,0.09799316315738373,0.007606142852270659,0.005556214600801468,0.025210849940776825,0.0
True,0.0003,64,True,0.0,1,0.07018711417913437,0.07018711417913437,0.004112648987534271,0.004112639301991412,0.0002544618328101933,0.0008804129320196807,0.0
True,0.0003,64,True,0.0,2,0.07018169015645981,0.07018169015645981,0.003986226307748315,0.003985994267579903,0.0005162669694982469,0.0018329808954149485,0.0
True,0.0003,64,True,0.0,3,0.07017539441585541,0.07017539441585541,0.004287756424391192,0.004286860994299634,0.0008348433766514063,0.002919545164331794,0.0
True,0.0003,64,True,0.0,4,0.07016781717538834,0.07016781717538834,0.004688006187063549,0.004686003917498744,0.0011674455599859357,0.004100377671420574,0.0
True,0.0003,64,True,0.0,5,0.07015880197286606,0.07015880197286606,0.00514535186939183,0.005141787943072528,0.0015345857245847583,0.005406319163739681,0.0
True,0.0003,64,True,0.0,6,0.07014820724725723,0.07014820724725723,0.005650019862435251,0.005644380235281192,0.0019480694318190217,0.006857278291136026,0.0
True,0.0003,64,True,0.0,7,0.07013584673404694,0.07013584673404694,0.006199057948576261,0.006190773868361755,0.0023911783937364817,0.00844205729663372,0.0
True,0.0003,64,True,0.0,8,0.07012151926755905,0.07012151926755905,0.006793661304981654,0.0067820701720983,0.002889517229050398,0.01020194124430418,0.0
True,0.0003,64,True,0.0,9,0.07010499387979507,0.07010499387979507,0.0074371341679037245,0.0074214790695077,0.0034377393312752247,0.012127652764320374,0.0
True,0.0003,64,True,0.0,10,0.0700860545039177,0.0700860545039177,0.008131077523914239,0.00811049809099585,0.004022304899990559,0.014245614409446716,0.0
True,0.0003,64,True,0.0,11,0.07006441056728363,0.07006441056728363,0.008879066662063487,0.008852603163068918,0.004642885643988848,0.016581762582063675,0.0
True,0.0003,64,True,0.0,12,0.0700397938489914,0.0700397938489914,0.009683188926563035,0.00964966336056537,0.005296152085065842,0.019113784655928612,0.0
True,0.0003,64,True,0.0,13,0.07001182436943054,0.07001182436943054,0.010550966355400246,0.010508982097400883,0.005999858491122723,0.02187151275575161,0.0
True,0.0003,64,True,0.0,14,0.06998006254434586,0.06998006254434586,0.01149015050441029,0.011438152043362106,0.006757945287972689,0.024886399507522583,0.0
True,0.0003,64,True,0.0,15,0.06994404643774033,0.06994404643774033,0.012508136213374287,0.012444266339735867,0.007574544288218021,0.028188634663820267,0.0
True,0.0003,64,True,0.0,16,0.06990329176187515,0.06990329176187515,0.013609343905692389,0.013531638868639362,0.008438286371529102,0.03179306909441948,0.0
True,0.0003,64,True,0.0,17,0.06985729187726974,0.06985729187726974,0.014798899950511039,0.014704815336991028,0.009362942539155483,0.03574775159358978,0.0
True,0.0003,64,True,0.0,18,0.06980539858341217,0.06980539858341217,0.016082315218661228,0.01596898160943084,0.010348332114517689,0.04008563235402107,0.0
True,0.0003,64,True,0.0,19,0.06974684447050095,0.06974684447050095,0.017471159805262655,0.01733531493466496,0.011393130756914616,0.04484361782670021,0.0
True,0.0003,64,True,0.0,20,0.0696808323264122,0.0696808323264122,0.018974835253740843,0.018812898844312014,0.012512254528701305,0.050071075558662415,0.0
True,0.0003,64,True,0.0,21,0.06960639357566833,0.06960639357566833,0.02060280101248219,0.020410103432801457,0.013719070702791214,0.05582810565829277,0.0
True,0.0003,64,True,0.0,22,0.06952240318059921,0.06952240318059921,0.02236952361808691,0.022140934083553936,0.015030194073915482,0.06219147518277168,0.0
True,0.0003,64,True,0.0,23,0.06942746788263321,0.06942746788263321,0.024293176335020927,0.024022496842754846,0.016451753675937653,0.06922832876443863,0.0
True,0.0003,64,True,0.0,24,0.06932017207145691,0.06932017207145691,0.02638625032160875,0.026066412319686847,0.01799110323190689,0.07713860273361206,0.0
True,0.0003,64,True,0.0,25,0.06919886916875839,0.06919886916875839,0.0286625843965707,0.02828563836599157,0.019647184759378433,0.08612009137868881,0.0
True,0.0003,64,True,0.0,26,0.0690617710351944,0.0690617710351944,0.0311352580299037,0.03069197415531297,0.021436022594571114,0.0960107147693634,0.0
True,0.0003,64,True,0.0,27,0.06890691071748734,0.06890691071748734,0.033817191852667454,0.033297478324663767,0.023377403616905212,0.10702839493751526,0.0
True,0.0003,64,True,0.0,28,0.06873216480016708,0.06873216480016708,0.03672178743820587,0.03611307474977862,0.025506002828478813,0.11932945251464844,0.0
True,0.0003,64,True,0.0,29,0.06853464990854263,0.06853464990854263,0.039875920763520235,0.039164563297282615,0.027876317501068115,0.1331481635570526,0.0
True,0.0003,64,True,0.0,30,0.06831158697605133,0.06831158697605133,0.04329805834428652,0.042466039234854605,0.030539510771632195,0.14872966706752777,0.0
True,0.0003,64,True,0.0,31,0.06806135922670364,0.06806135922670364,0.04274224299259973,0.0418539377431826,0.033515602350234985,0.16621163487434387,0.0
True,0.0003,64,True,0.0,32,0.06780354678630829,0.06780354678630829,0.04632153851604039,0.0452919827247402,0.036862995475530624,0.18576306104660034,0.0
True,0.0003,64,True,0.0,33,0.0675160363316536,0.0675160363316536,0.04619281607794878,0.04507615196663619,0.040645450353622437,0.2084863781929016,0.0
True,0.0003,64,True,0.0,34,0.0672164112329483,0.0672164112329483,0.05001911842134421,0.0487290067778324,0.04493625834584236,0.23394323885440826,0.0
True,0.0003,64,True,0.0,35,0.06688318401575089,0.06688318401575089,0.05050418945150587,0.04909011648992795,0.04973834007978439,0.26197707653045654,0.0
True,0.0003,64,True,0.0,36,0.0665549486875534,0.0665549486875534,0.04493769827710237,0.04355745419024312,0.055003367364406586,0.29248374700546265,0.0
True,0.0003,64,True,0.0,37,0.06623688340187073,0.06623688340187073,0.04410998412512648,0.04261459354929528,0.060746435075998306,0.32490575313568115,0.0
True,0.0003,64,True,0.0,38,0.06596022099256516,0.06596022099256516,0.03828741387768278,0.03674708152241032,0.0668344497680664,0.35899806022644043,0.0
True,0.0003,64,True,0.0,39,0.06568034738302231,0.06568034738302231,0.03639287394956882,0.034651576115591394,0.07322145253419876,0.39416807889938354,0.0
True,0.0003,64,True,0.0,40,0.06541290134191513,0.06541290134191513,0.031110877520412965,0.02883013832936753,0.07972822338342667,0.4288058876991272,0.0
True,0.0003,64,True,0.0,41,0.06516607850790024,0.06516607850790024,0.025900278018727657,0.022950734179763035,0.08608105033636093,0.46058258414268494,0.0
True,0.0003,64,True,0.0,42,0.06492672860622406,0.06492672860622406,0.02807290232468697,0.024798507511923275,0.09236303716897964,0.4896392524242401,0.0
True,0.0003,64,True,0.0,43,0.06466037034988403,0.06466037034988403,0.027555715159520315,0.023807042451174952,0.09851764142513275,0.5156117081642151,0.0
True,0.0003,64,True,0.0,44,0.0643850788474083,0.0643850788474083,0.02728105362190249,0.022591752859263837,0.10441454499959946,0.5374166369438171,0.0
True,0.0003,64,True,0.0,45,0.0640941858291626,0.0640941858291626,0.023786524017137798,0.018439790454126945,0.10987862944602966,0.5540868639945984,0.0
True,0.0003,64,True,0.0,46,0.06380611658096313,0.06380611658096313,0.026046428798145557,0.02044582578238325,0.1149701401591301,0.5660337805747986,0.0
True,0.0003,64,True,0.0,47,0.0634952038526535,0.0634952038526535,0.026868147478012944,0.020896932512086953,0.11971503496170044,0.5732378959655762,0.0
True,0.0003,64,True,0.0,48,0.06318040937185287,0.06318040937185287,0.02379384722880159,0.016172902027404047,0.12390410900115967,0.5739247798919678,0.0
True,0.0003,64,True,0.0,49,0.06287392228841782,0.06287392228841782,0.024994408718849333,0.01719497293334589,0.12767620384693146,0.5985772609710693,0.0
True,0.0003,64,True,0.0,50,0.0625416561961174,0.0625416561961174,0.027070396919327295,0.019234189334170062,0.13142512738704681,0.6306552886962891,0.0
True,0.0003,64,True,0.0,51,0.06220425292849541,0.06220425292849541,0.02413845543347477,0.01617181596681859,0.13533517718315125,0.6602414846420288,0.0
True,0.0003,64,True,0.0,52,0.061865098774433136,0.061865098774433136,0.027511369572530284,0.021098726069768016,0.1398645043373108,0.6889851689338684,0.0
True,0.0003,64,True,0.0,53,0.06151825189590454,0.06151825189590454,0.02826092377320183,0.02192616179477688,0.1447845846414566,0.7175875306129456,0.0
True,0.0003,64,True,0.0,54,0.061183828860521317,0.061183828860521317,0.025678686450432826,0.02045438752961386,0.14986611902713776,0.7449650764465332,0.0
True,0.0003,64,True,0.0,55,0.060867294669151306,0.060867294669151306,0.02781548270469574,0.022694519879802064,0.15488842129707336,0.772172749042511,0.0
True,0.0003,64,True,0.0,56,0.060532208532094955,0.060532208532094955,0.02813522849488876,0.023723218000470368,0.16001319885253906,0.7971768379211426,0.0
True,0.0003,64,True,0.0,57,0.06021136790513992,0.06021136790513992,0.02796198405844886,0.02359412184715929,0.16521644592285156,0.8196840286254883,0.0
True,0.0003,64,True,0.0,58,0.059886105358600616,0.059886105358600616,0.029405179063039234,0.024822578351590706,0.17056988179683685,0.8411077260971069,0.0
True,0.0003,64,True,0.0,59,0.05954509973526001,0.05954509973526001,0.03032555154059731,0.025559794832967057,0.17609335482120514,0.8617979288101196,0.0
True,0.0003,64,True,0.0,60,0.059181660413742065,0.059181660413742065,0.03500430939446341,0.030183768912693646,0.18171536922454834,0.8862286806106567,0.0
True,0.0003,64,True,0.0,61,0.05879274755716324,0.05879274755716324,0.03665368690104948,0.03174620676120279,0.18735219538211823,0.9148906469345093,0.0
True,0.0003,64,True,0.0,62,0.058374032378196716,0.058374032378196716,0.03715233922295647,0.03214224347229345,0.19331641495227814,0.9451971054077148,0.0
True,0.0003,64,True,0.0,63,0.05792737007141113,0.05792737007141113,0.035351699890726694,0.0298992671885074,0.19953271746635437,0.9759965538978577,0.0
True,0.0003,64,True,0.0,64,0.057468563318252563,0.057468563318252563,0.03724519150125214,0.03168967082355882,0.20611244440078735,1.0060871839523315,0.0
True,0.0003,64,True,0.001,1,0.06876266747713089,0.07018711417913437,0.004094767595762299,0.004094757908012087,0.0002893578785005957,0.0009173498838208616,0.0
True,0.0003,64,True,0.001,2,0.06875726580619812,0.07018169015645981,0.0039687429180559,0.0039685114469169116,0.0005750522832386196,0.0018963455222547054,0.0
True,0.0003,64,True,0.001,3,0.06875098496675491,0.07017538696527481,0.004269408805840894,0.004268515203883417,0.0009179873741231859,0.003008057363331318,0.0
True,0.0003,64,True,0.001,4,0.06874344497919083,0.07016781717538834,0.004668650381447205,0.004666652644791507,0.0013031747657805681,0.004243380855768919,0.0
True,0.0003,64,True,0.001,5,0.06873445957899094,0.07015880197286606,0.005124924535875983,0.005121369954930939,0.0017174103995785117,0.0055978503078222275,0.0
True,0.0003,64,True,0.001,6,0.0687239021062851,0.07014821469783783,0.005628466680092035,0.005622843389073035,0.0021776598878204823,0.007096529472619295,0.0
True,0.0003,64,True,0.001,7,0.06871156394481659,0.07013583928346634,0.0061763212058024465,0.0061680637986505655,0.002675681607797742,0.008737338706851006,0.0
True,0.0003,64,True,0.001,8,0.06869727373123169,0.07012150436639786,0.006769595605026373,0.006758046284408547,0.0032323470804840326,0.010555379092693329,0.0
True,0.0003,64,True,0.001,9,0.06868080794811249,0.07010498642921448,0.007411555434442266,0.007395962417407124,0.0038267222698777914,0.01252824068069458,0.0
True,0.0003,64,True,0.001,10,0.06866192072629929,0.0700860396027565,0.00810383382527522,0.008083338555212517,0.004464605823159218,0.014707935974001884,0.0
True,0.0003,64,True,0.001,11,0.06864033639431,0.07006439566612244,0.008849938197652576,0.008823581962397551,0.005122997332364321,0.017084401100873947,0.0
True,0.0003,64,True,0.001,12,0.06861579418182373,0.0700397789478302,0.009652041184391988,0.009618654577687893,0.00580834923312068,0.019651226699352264,0.0
True,0.0003,64,True,0.001,13,0.06858790665864944,0.07001180946826935,0.01051736347740495,0.01047555390659171,0.006524551659822464,0.022425293922424316,0.0
True,0.0003,64,True,0.001,14,0.06855624169111252,0.06998005509376526,0.011453937617061323,0.011402151184981483,0.00728486618027091,0.02544648014008999,0.0
True,0.0003,64,True,0.001,15,0.06852032244205475,0.06994403153657913,0.01246892414495619,0.012405353865137154,0.008080397732555866,0.02873162552714348,0.0
True,0.0003,64,True,0.001,16,0.06847969442605972,0.06990328431129456,0.01356708817079655,0.013489684876501781,0.008918991312384605,0.03231577202677727,0.0
True,0.0003,64,True,0.001,17,0.06843383610248566,0.06985729187726974,0.01475318060590666,0.01465950289655777,0.009816092438995838,0.03625020384788513,0.0
True,0.0003,64,True,0.001,18,0.06838209927082062,0.06980540603399277,0.016032762000096172,0.015919927793898808,0.01076584868133068,0.0405597910284996,0.0
True,0.0003,64,True,0.001,19,0.06832373142242432,0.06974686682224274,0.017417868407588823,0.01728261805072251,0.01177668385207653,0.04529518261551857,0.0
True,0.0003,64,True,0.001,20,0.0682579055428505,0.0696808472275734,0.018917815394047906,0.018756612372951585,0.012862174771726131,0.050504256039857864,0.0
True,0.0003,64,True,0.001,21,0.06818368285894394,0.06960640847682953,0.020541905800228185,0.020350045227229278,0.014040702022612095,0.0562504380941391,0.0
True,0.0003,64,True,0.001,22,0.06809994578361511,0.069522425532341,0.02230353239142468,0.02207594871817419,0.015335011295974255,0.06261744350194931,0.0
True,0.0003,64,True,0.001,23,0.06800532341003418,0.06942752748727798,0.02422172417902112,0.023952228662034003,0.01673870161175728,0.06965502351522446,0.0
True,0.0003,64,True,0.001,24,0.06789837032556534,0.06932026147842407,0.026309183226480504,0.025990603844953487,0.0182711910456419,0.07757158577442169,0.0
True,0.0003,64,True,0.001,25,0.06777746975421906,0.06919900327920914,0.02857901078801451,0.028203536440762015,0.01991511881351471,0.08655822277069092,0.0
True,0.0003,64,True,0.001,26,0.06764081120491028,0.06906194239854813,0.031044943645926266,0.030603607036819965,0.021685270592570305,0.09644941240549088,0.0
True,0.0003,64,True,0.001,27,0.06748643517494202,0.06890710443258286,0.033719696384199575,0.033202255462031476,0.0236043743789196,0.10745997726917267,0.0
True,0.0003,64,True,0.001,28,0.06731226295232773,0.06873241066932678,0.0366157178211866,0.03601002126715642,0.025710811838507652,0.11975724995136261,0.0
True,0.0003,64,True,0.001,29,0.067115418612957,0.0685349777340889,0.03976052742413923,0.039052661014267624,0.028058554977178574,0.13357165455818176,0.0
True,0.0003,64,True,0.001,30,0.06689316779375076,0.06831206381320953,0.04317155550935647,0.04234343107655905,0.03069445863366127,0.1491398960351944,0.0
True,0.0003,64,True,0.001,31,0.0666441097855568,0.06806224584579468,0.04259325561376406,0.04170999689197306,0.03364693745970726,0.1666034609079361,0.0
True,0.0003,64,True,0.001,32,0.06638729572296143,0.06780457496643066,0.04615934093133914,0.04513597262470245,0.036971576511859894,0.1860988885164261,0.0
True,0.0003,64,True,0.001,33,0.0661010593175888,0.06751736253499985,0.04601130396966648,0.04490156336467532,0.04073696583509445,0.20881114900112152,0.0
True,0.0003,64,True,0.001,34,0.06580276787281036,0.06721796840429306,0.04981962662199731,0.04853801853175328,0.04501297324895859,0.2342534363269806,0.0
True,0.0003,64,True,0.001,35,0.06547141075134277,0.06688537448644638,0.0502794396803108,0.04887470884248592,0.04981447011232376,0.2623347043991089,0.0
True,0.0003,64,True,0.001,36,0.06514415144920349,0.06655670702457428,0.0447043972061738,0.04333432828414524,0.055081333965063095,0.2929151952266693,0.0
True,0.0003,64,True,0.001,37,0.06482871621847153,0.06623970717191696,0.043836866439791115,0.04235499860327943,0.06083006039261818,0.3254449963569641,0.0
True,0.0003,64,True,0.001,38,0.06455392390489578,0.06596315652132034,0.03799188282975945,0.036465808337693285,0.06691784411668777,0.3596022129058838,0.0
True,0.0003,64,True,0.001,39,0.06427823007106781,0.06568551808595657,0.03603451581345976,0.034310373737860125,0.07329962402582169,0.3948430120944977,0.0
True,0.0003,64,True,0.001,40,0.06401751190423965,0.06542263925075531,0.028357116320873562,0.025893860445945466,0.07968160510063171,0.4288785755634308,0.0
True,0.0003,64,True,0.001,41,0.06377420574426651,0.06517695635557175,0.025452488811136473,0.022515992660369785,0.08590885251760483,0.4600581228733063,0.0
True,0.0003,64,True,0.001,42,0.06353854387998581,0.06493872404098511,0.027593468492209516,0.024343658499888537,0.09205523133277893,0.48850515484809875,0.0
True,0.0003,64,True,0.001,43,0.06327545642852783,0.06467286497354507,0.02706363132074138,0.023348096362161053,0.09807147085666656,0.5138883590698242,0.0
True,0.0003,64,True,0.001,44,0.06300431489944458,0.06439875066280365,0.026771193468610736,0.02212061603416974,0.10381986945867538,0.5350701808929443,0.0
True,0.0003,64,True,0.001,45,0.06271393597126007,0.06410522758960724,0.023310031950250144,0.018003904961846458,0.10912800580263138,0.5511143803596497,0.0
True,0.0003,64,True,0.001,46,0.06243089959025383,0.06381894648075104,0.02552674815020159,0.019987654457763245,0.11406692117452621,0.562511682510376,0.0
True,0.0003,64,True,0.001,47,0.06212469935417175,0.06350938230752945,0.02632429350016646,0.0204291011072433,0.11865276098251343,0.5692035555839539,0.0
True,0.0003,64,True,0.001,48,0.06180959194898605,0.06319078058004379,0.023761013867647802,0.016851659944773834,0.12281131744384766,0.5702543258666992,0.0
True,0.0003,64,True,0.001,49,0.061508458107709885,0.06288608908653259,0.025182887959963242,0.01751092725938612,0.12659196555614471,0.5895203351974487,0.0
True,0.0003,64,True,0.001,50,0.06118113547563553,0.06255515664815903,0.026496318968359085,0.018763231350021982,0.13027748465538025,0.621246874332428,0.0
True,0.0003,64,True,0.001,51,0.060844387859106064,0.06221475452184677,0.024412893633178577,0.016611062340121045,0.13409608602523804,0.6508055329322815,0.0
True,0.0003,64,True,0.001,52,0.060508910566568375,0.06187565624713898,0.025563761668092752,0.017875459729194007,0.13837774097919464,0.6784605383872986,0.0
True,0.0003,64,True,0.001,53,0.06017095223069191,0.06153411418199539,0.028934593258477227,0.023151457731955136,0.14325647056102753,0.7070589065551758,0.0
