config_label,seed_count,pass_count,movement_pass_count,stability_pass_count,eval_sanity_pass_count,top1_changed_mean,top1_changed_min,top1_changed_max,tempered_kl_mean,tempered_clip_mean,untempered_clip_mean,delta_abs_mean_mean,delta_abs_max_max,eval_fourth_mean,learner_deal_in_mean,rollout_games_total,eval_games_total,total_games,parallel_wall_seconds,per_seed_elapsed_seconds_mean,per_seed_elapsed_seconds_max,total_recovery_extra_epochs,total_recovery_attempted_epochs,total_recovery_rejected_epochs
adaptive_gate_registry2_rulekl0.005_l20.001_extra4,4,4,4,4,4,0.13534054812043905,0.043478261679410934,0.23694778978824615,0.00986924150492996,0.1470893770456314,0.28496067598462105,0.26682496070861816,1.3598647117614746,0.375,0.09375,192,64,256,182.74,182.185,182.74,24,24,4
