lr,target_update_epochs,epoch,post_approx_kl_vs_old,post_ratio_mean,post_ratio_std,post_ratio_min,post_ratio_max,post_clip_fraction,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate,rule_agreement,selected_action_logit_change_mean,prior_top1_logit_change_mean,positive_adv_selected_logit_change_mean,negative_adv_selected_logit_change_mean
3e-05,16,15,2.8139370833457633e-09,0.9999995231628418,7.501246000174433e-05,0.9995616674423218,1.0003089904785156,0.0,0.00019386662461329252,0.0007408255478367209,0.0,1.0,8.52825105539523e-05,8.724103827262297e-05,8.406495908275247e-05,7.6376432843972e-05
3e-05,16,16,3.17179527087319e-09,1.0000001192092896,7.964296673890203e-05,0.999529242515564,1.0003316402435303,0.0,0.00019883232016582042,0.0007438681786879897,0.0,1.0,9.139587200479582e-05,9.349386527901515e-05,8.995104872155935e-05,8.220638846978545e-05
0.0003,1,1,1.445320529924743e-09,0.999995768070221,5.3596904763253406e-05,0.999721109867096,1.000197172164917,0.0,0.0001645954471314326,0.0006955800927244127,0.0,1.0,0.00010707187902880833,0.00010832398402271792,0.000106815728941001,9.98427567537874e-05
0.0003,4,1,1.445320529924743e-09,0.999995768070221,5.3596904763253406e-05,0.999721109867096,1.000197172164917,0.0,0.0001645954471314326,0.0006955800927244127,0.0,1.0,0.00010707187902880833,0.00010832398402271792,0.000106815728941001,9.98427567537874e-05
0.0003,4,2,4.664458597147814e-09,1.0000027418136597,9.653967572376132e-05,0.9994191527366638,1.0004078149795532,0.0,0.00021538995497394353,0.0008781715296208858,0.0,1.0,0.00012450810754671693,0.0001270563661819324,0.0001231231290148571,0.0001121614477597177
0.0003,4,3,1.0786145310248685e-08,1.0000101327896118,0.00014651467790827155,0.9990858435630798,1.0006377696990967,0.0,0.00028908360400237143,0.001249051420018077,0.0,1.0,0.00018658084445632994,0.00019054514996241778,0.00018239834753330797,0.0001724787725834176
0.0003,4,4,2.0578875492560655e-08,1.0000180006027222,0.0002020501415245235,0.9987114667892456,1.0008920431137085,0.0,0.00038136515649966896,0.0016021934570744634,0.0,1.0,0.00019979265925940126,0.00020533823408186436,0.00019162740500178188,0.00018597049347590655
0.0003,16,1,1.445320529924743e-09,0.999995768070221,5.3596904763253406e-05,0.999721109867096,1.000197172164917,0.0,0.0001645954471314326,0.0006955800927244127,0.0,1.0,0.00010707187902880833,0.00010832398402271792,0.000106815728941001,9.98427567537874e-05
0.0003,16,2,4.664458597147814e-09,1.0000027418136597,9.653967572376132e-05,0.9994191527366638,1.0004078149795532,0.0,0.00021538995497394353,0.0008781715296208858,0.0,1.0,0.00012450810754671693,0.0001270563661819324,0.0001231231290148571,0.0001121614477597177
0.0003,16,3,1.0786145310248685e-08,1.0000101327896118,0.00014651467790827155,0.9990858435630798,1.0006377696990967,0.0,0.00028908360400237143,0.001249051420018077,0.0,1.0,0.00018658084445632994,0.00019054514996241778,0.00018239834753330797,0.0001724787725834176
0.0003,16,4,2.0578875492560655e-08,1.0000180006027222,0.0002020501415245235,0.9987114667892456,1.0008920431137085,0.0,0.00038136515649966896,0.0016021934570744634,0.0,1.0,0.00019979265925940126,0.00020533823408186436,0.00019162740500178188,0.00018597049347590655
0.0003,16,5,3.518044877637294e-08,1.0000267028808594,0.0002638831501826644,0.9982886910438538,1.0011770725250244,0.0,0.0004871738492511213,0.0019867715891450644,0.0,1.0,0.00020798045443370938,0.00021532265236601233,0.00019495747983455658,0.00019576685735955834
0.0003,16,6,5.615223130917002e-08,1.0000362396240234,0.0003331117331981659,0.9978082180023193,1.0014983415603638,0.0,0.0006097097648307681,0.002356115961447358,0.0,1.0,0.00018404457659926265,0.00019343887106515467,0.00016535884060431272,0.00017480127280578017
0.0003,16,7,8.556795449976562e-08,1.000046730041504,0.00041095493361353874,0.997264564037323,1.0018624067306519,0.0,0.0007492188597097993,0.0030028067994862795,0.0,1.0,0.00015745509881526232,0.00016920029884204268,0.0001323783944826573,0.00015233586600515991
0.0003,16,8,1.2614081867923232e-07,1.0000585317611694,0.0004987139254808426,0.9966441988945007,1.002277135848999,0.0,0.0009130925172939897,0.0038371949922293425,0.0,1.0,8.583028829889372e-05,0.00010030210978584364,5.35520157427527e-05,8.613752288511023e-05
0.0003,16,9,1.8143815339044522e-07,1.0000720024108887,0.0005978745757602155,0.9959337115287781,1.0027503967285156,0.0,0.0011031102621927857,0.004801458213478327,0.0,1.0,-6.266313903324772e-06,1.1368786545062903e-05,-4.625009387382306e-05,4.281936583083734e-07
0.0003,16,10,2.560470875323517e-07,1.0000872611999512,0.0007099863141775131,0.9951190948486328,1.0032891035079956,0.0,0.0013183634728193283,0.0058839949779212475,0.0,1.0,-9.947775834007189e-05,-7.81859052949585e-05,-0.0001475999306421727,-8.532901119906455e-05
0.0003,16,11,3.5590224456427677e-07,1.000104546546936,0.0008367878035642207,0.994183361530304,1.0039029121398926,0.0,0.0015620164340361953,0.007096868008375168,0.0,1.0,-0.00019861437613144517,-0.00017309935356024653,-0.00025541274226270616,-0.000176014713360928
0.0003,16,12,4.886146598437335e-07,1.0001240968704224,0.000980174052529037,0.9931182265281677,1.0046037435531616,0.0,0.0018389547476544976,0.008462788537144661,0.0,1.0,-0.00031261765980161726,-0.0002822543610818684,-0.00037880410673096776,-0.00027972503448836505
0.0003,16,13,6.639328944402223e-07,1.0001462697982788,0.0011422408279031515,0.9919092655181885,1.0054042339324951,0.0,0.0021544669289141893,0.00999932549893856,0.0,1.0,-0.0004484178498387337,-0.00041251370566897094,-0.0005248346133157611,-0.0004035949532408267
0.0003,16,14,8.946208254201338e-07,1.000171422958374,0.001325548393651843,0.9905279278755188,1.0063170194625854,0.0,0.0025154876057058573,0.011732075363397598,0.0,1.0,-0.0006187124527059495,-0.0005764475790783763,-0.0007062117219902575,-0.0005600747535936534
0.0003,16,15,1.1972368838542025e-06,1.0002000331878662,0.0015330237802118063,0.9889453053474426,1.0073573589324951,0.0,0.002928122179582715,0.0138054508715868,0.0,1.0,-0.0008255437714979053,-0.0007759714499115944,-0.0009249093709513545,-0.0007518025813624263
0.0003,16,16,1.5933824215608183e-06,1.0002323389053345,0.0017680798191577196,0.987133800983429,1.0085550546646118,0.0,0.0033942332956939936,0.016131436452269554,0.0,1.0,-0.001054316177032888,-0.0009963737102225423,-0.001166579662822187,-0.0009640316129662097
0.001,1,1,1.2957699802029765e-08,1.0000114440917969,0.00016055419109761715,0.9990189075469971,1.000687837600708,0.0,0.00030965462792664766,0.0013649965403601527,0.0,1.0,0.0002338608173886314,0.00023790478007867932,0.00023255348787643015,0.0002103658625856042
0.001,4,1,1.2957699802029765e-08,1.0000114440917969,0.00016055419109761715,0.9990189075469971,1.000687837600708,0.0,0.00030965462792664766,0.0013649965403601527,0.0,1.0,0.0002338608173886314,0.00023790478007867932,0.00023255348787643015,0.0002103658625856042
0.001,4,2,6.424470200272481e-08,1.0000386238098145,0.0003563034988474101,0.9976978898048401,1.0015872716903687,0.0,0.0006566084339283407,0.0024301819503307343,0.0,1.0,0.00012099643208784983,0.0001306136982748285,0.00010519650822971016,0.00010573449253570288
0.001,4,3,1.9610720869422948e-07,1.000072717666626,0.0006218153866939247,0.9958387613296509,1.0028409957885742,0.0,0.0012255340116098523,0.005251344293355942,0.0,1.0,-0.00031684961868450046,-0.00029926991555839777,-0.00035359320463612676,-0.00031578366179019213
0.001,4,4,4.938345909977215e-07,1.0001190900802612,0.0009861183352768421,0.9931710362434387,1.0045876502990723,0.0,0.0020686746574938297,0.009444551542401314,0.0,1.0,-0.0009585308725945652,-0.0009292796021327376,-0.001020364579744637,-0.0009341131080873311
0.001,16,1,1.2957699802029765e-08,1.0000114440917969,0.00016055419109761715,0.9990189075469971,1.000687837600708,0.0,0.00030965462792664766,0.0013649965403601527,0.0,1.0,0.0002338608173886314,0.00023790478007867932,0.00023255348787643015,0.0002103658625856042
0.001,16,2,6.424470200272481e-08,1.0000386238098145,0.0003563034988474101,0.9976978898048401,1.0015872716903687,0.0,0.0006566084339283407,0.0024301819503307343,0.0,1.0,0.00012099643208784983,0.0001306136982748285,0.00010519650822971016,0.00010573449253570288
0.001,16,3,1.9610720869422948e-07,1.000072717666626,0.0006218153866939247,0.9958387613296509,1.0028409957885742,0.0,0.0012255340116098523,0.005251344293355942,0.0,1.0,-0.00031684961868450046,-0.00029926991555839777,-0.00035359320463612676,-0.00031578366179019213
0.001,16,4,4.938345909977215e-07,1.0001190900802612,0.0009861183352768421,0.9931710362434387,1.0045876502990723,0.0,0.0020686746574938297,0.009444551542401314,0.0,1.0,-0.0009585308725945652,-0.0009292796021327376,-0.001020364579744637,-0.0009341131080873311
0.001,16,5,1.1188172948095598e-06,1.0001826286315918,0.0014834029134362936,0.9894073009490967,1.0070031881332397,0.0,0.0032255437690764666,0.015209473669528961,0.0,1.0,-0.0018036130350083113,-0.001757633755914867,-0.0018966241041198373,-0.001744555658660829
0.001,16,6,2.373186816839734e-06,1.0002695322036743,0.002159063471481204,0.9841803312301636,1.0103543996810913,0.0,0.004791031125932932,0.0227343812584877,0.0,1.0,-0.0029444892425090075,-0.002874879166483879,-0.003074910258874297,-0.0028424609918147326
0.001,16,7,4.813940904568881e-06,1.000386118888855,0.0030728504061698914,0.9769300222396851,1.0149784088134766,0.0,0.006814401131123304,0.03227504342794418,0.0,1.0,-0.004332131240516901,-0.004229488782584667,-0.004501792602241039,-0.004186095204204321
0.001,16,8,9.455838153371587e-06,1.0005402565002441,0.0043030790984630585,0.9670169353485107,1.0212582349777222,0.0,0.009375800378620625,0.04427351430058479,0.0,1.0,-0.005908573046326637,-0.005760751664638519,-0.00612638471648097,-0.005716011393815279
0.001,16,9,1.8117372746928595e-05,1.0007414817810059,0.0059501915238797665,0.9538325071334839,1.0297093391418457,0.0,0.01265574712306261,0.05943091958761215,0.0,1.0,-0.007700419519096613,-0.0074915336444973946,-0.00797437597066164,-0.00746510736644268
0.001,16,10,3.400651257834397e-05,1.0010005235671997,0.008141271770000458,0.9364344477653503,1.0409916639328003,0.0,0.01686680316925049,0.0783732607960701,0.0,1.0,-0.009674176573753357,-0.009383467957377434,-0.010012434795498848,-0.00939837098121643
0.001,16,11,6.264600961003453e-05,1.001330018043518,0.011030934751033783,0.9138885736465454,1.0559451580047607,0.0,0.022251123562455177,0.10205326229333878,0.0,1.0,-0.011751075275242329,-0.011351922526955605,-0.012160863727331161,-0.011454003863036633
0.001,16,12,0.00011342568905092776,1.001743197441101,0.014809921383857727,0.8851714134216309,1.0756150484085083,0.0013351135421544313,0.029017772525548935,0.1305987685918808,0.0,1.0,-0.01359372865408659,-0.013051730580627918,-0.014089418575167656,-0.013291188515722752
0.001,16,13,0.00020172320364508778,1.0022445917129517,0.019697584211826324,0.8505246043205261,1.1017721891403198,0.005340454168617725,0.03748483955860138,0.16423295438289642,0.0,1.0,-0.014927960932254791,-0.014200717210769653,-0.01552023645490408,-0.014651842415332794
0.001,16,14,0.0003494479460641742,1.0028414726257324,0.02584410458803177,0.8095123171806335,1.1360464096069336,0.01068090833723545,0.048067402094602585,0.20472615957260132,0.0,1.0,-0.015935752540826797,-0.014965231530368328,-0.016634663566946983,-0.015774570405483246
0.001,16,15,0.0005879133241251111,1.0035200119018555,0.033406589180231094,0.7631620764732361,1.1805980205535889,0.02002670243382454,0.06139720231294632,0.2535746395587921,0.0,1.0,-0.017692619934678078,-0.016409024596214294,-0.018504515290260315,-0.017816049978137016
0.001,16,16,0.0009536110446788371,1.004225254058838,0.04239427298307419,0.7130541205406189,1.2372136116027832,0.028037382289767265,0.07783553749322891,0.3127874732017517,0.0,1.0,-0.021525608375668526,-0.019848473370075226,-0.02244863472878933,-0.022213397547602654
