episode_id,step_index,actor,action_type,action_index,action_canonical_key,old_log_prob,old_value,reward,return,advantage_raw,advantage_normalized,final_rank,terminal_reward,legal_count,selected_prior_rank,selected_prior_prob,prior_top1_prob,selected_is_prior_top1,prior_top1_margin_to_second,delta_needed_to_flip_top1
d820393f,0,0,0,5,0|tile=5|consumed=|from=-1|flags=0,-3.4399118423461914,0.07041884958744049,0.0,-0.8703095316886902,-0.9407283663749695,-1.2504312992095947,3,-1.5,12,7,0.03206538408994675,0.647278904914856,False,3.0,3.005000114440918
d820393f,4,1,0,0,0|tile=9|consumed=|from=-1|flags=0,-0.4346253573894501,0.0,0.0,0.2993684709072113,0.2993684709072113,0.44152408838272095,1,0.5,12,1,0.6475072503089905,0.6475072503089905,True,3.000999927520752,3.000999927520752
d820393f,8,2,0,0,0|tile=9|consumed=|from=-1|flags=0,-0.4659815728664398,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6275189518928528,0.6275189518928528,True,3.000999927520752,3.000999927520752
d820393f,12,3,0,10,0|tile=28|consumed=|from=-1|flags=0,-0.4025524854660034,0.0,0.0,0.6302493810653687,0.6302493810653687,0.8929692506790161,0,1.0,11,1,0.6686112284660339,0.6686112284660339,True,3.0,3.0
d820393f,16,0,0,2,0|tile=19|consumed=|from=-1|flags=0,-0.46609774231910706,0.13373497128486633,0.0,-0.9231539964675903,-1.0568889379501343,-1.4089175462722778,3,-1.5,13,1,0.6274797320365906,0.6274797320365906,True,3.0,3.0
d820393f,20,1,0,9,0|tile=33|consumed=|from=-1|flags=1,-0.43491417169570923,0.0,0.0,0.3151246905326843,0.3151246905326843,0.463021457195282,1,0.5,12,1,0.6473202705383301,0.6473202705383301,True,3.0,3.0
d820393f,24,2,0,1,0|tile=19|consumed=|from=-1|flags=0,-0.46601277589797974,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6274993419647217,0.6274993419647217,True,3.0,3.0
d820393f,28,3,0,8,0|tile=8|consumed=|from=-1|flags=0,-0.4024864733219147,0.0,0.0,0.6634204387664795,0.6634204387664795,0.9382269382476807,0,1.0,11,1,0.6686554551124573,0.6686554551124573,True,3.0,3.0
d820393f,32,0,0,3,0|tile=13|consumed=|from=-1|flags=0,-0.43469613790512085,0.11812843382358551,0.0,-0.9779583215713501,-1.0960867404937744,-1.4623980522155762,3,-1.5,12,1,0.6474446654319763,0.6474446654319763,True,3.0,3.0
d820393f,36,1,0,6,0|tile=24|consumed=|from=-1|flags=0,-0.4348181486129761,0.0,0.0,0.33171021938323975,0.33171021938323975,0.48565030097961426,1,0.5,12,1,0.6473823189735413,0.6473823189735413,True,3.0,3.0
d820393f,40,2,0,9,0|tile=25|consumed=|from=-1|flags=0,-0.4662613868713379,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6273432970046997,0.6273432970046997,True,3.0,3.0
d820393f,44,3,0,2,0|tile=18|consumed=|from=-1|flags=1,-0.40228766202926636,0.0,0.0,0.6983373165130615,0.6983373165130615,0.9858666062355042,0,1.0,11,1,0.6687882542610168,0.6687882542610168,True,3.0,3.0
d820393f,48,0,0,7,0|tile=16|consumed=|from=-1|flags=0,-3.409579277038574,0.04104749113321304,0.0,-1.031590223312378,-1.072637677192688,-1.430404782295227,3,-1.5,11,9,0.03305599093437195,0.6686112284660339,False,3.0,3.006999969482422
d820393f,52,1,0,10,0|tile=33|consumed=|from=-1|flags=1,-0.4662923216819763,0.0,0.0,0.34916865825653076,0.34916865825653076,0.5094701647758484,1,0.5,13,1,0.6273238062858582,0.6273238062858582,True,3.0,3.0
d820393f,56,2,0,10,0|tile=17|consumed=|from=-1|flags=0,-0.4662923216819763,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6273238062858582,0.6273238062858582,True,3.0,3.0
d820393f,60,3,0,8,0|tile=8|consumed=|from=-1|flags=1,-0.4024864733219147,0.0,0.0,0.7350918650627136,0.7350918650627136,1.0360136032104492,0,1.0,11,1,0.6686554551124573,0.6686554551124573,True,3.0,3.0
d820393f,64,0,0,8,0|tile=17|consumed=|from=-1|flags=0,-0.36898690462112427,0.072945237159729,0.0,-1.0897235870361328,-1.1626688241958618,-1.5532408952713013,3,-1.5,10,1,0.6914448738098145,0.6914448738098145,True,3.0,3.0
d820393f,68,1,0,4,0|tile=23|consumed=|from=-1|flags=0,-0.4661061763763428,0.0,0.0,0.3675459325313568,0.3675459325313568,0.5345436334609985,1,0.5,13,1,0.6274406313896179,0.6274406313896179,True,3.0,3.0
d820393f,72,2,0,4,0|tile=20|consumed=|from=-1|flags=1,-0.4661061763763428,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6274406313896179,0.6274406313896179,True,3.0,3.0
d820393f,76,3,0,1,0|tile=9|consumed=|from=-1|flags=0,-0.3687320351600647,0.0,0.0,0.7737809419631958,0.7737809419631958,1.0887999534606934,0,1.0,10,1,0.6916107535362244,0.6916107535362244,True,3.0,3.0
d820393f,80,0,0,4,0|tile=5|consumed=|from=-1|flags=0,-0.3688260018825531,-0.002418428659439087,0.0,-1.1469502449035645,-1.1445318460464478,-1.5284953117370605,3,-1.5,10,1,0.6915395259857178,0.6915395259857178,True,3.0,3.0
d820393f,84,1,0,10,0|tile=32|consumed=|from=-1|flags=0,-0.4662923216819763,0.0,0.0,0.3868904709815979,0.3868904709815979,0.5609368085861206,1,0.5,13,1,0.6273238062858582,0.6273238062858582,True,3.0,3.0
d820393f,88,2,0,0,0|tile=18|consumed=|from=-1|flags=1,-0.4659815728664398,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6275189518928528,0.6275189518928528,True,3.000999927520752,3.000999927520752
d820393f,92,3,0,7,0|tile=26|consumed=|from=-1|flags=0,-0.3342244029045105,0.0,0.0,0.8145062327384949,0.8145062327384949,1.1443644762039185,0,1.0,9,1,0.7158931493759155,0.7158931493759155,True,3.0,3.0
d820393f,96,0,0,1,0|tile=9|consumed=|from=-1|flags=1,-0.3687460422515869,0.01746062934398651,0.0,-1.2082350254058838,-1.2256956100463867,-1.6392329931259155,3,-1.5,10,1,0.6916107535362244,0.6916107535362244,True,3.0,3.0
d820393f,100,1,0,0,0|tile=2|consumed=|from=-1|flags=1,-0.4659815728664398,0.0,0.0,0.40725311636924744,0.40725311636924744,0.5887190699577332,1,0.5,13,1,0.6275189518928528,0.6275189518928528,True,3.000999927520752,3.000999927520752
d820393f,104,2,0,3,0|tile=11|consumed=|from=-1|flags=1,-0.4347219169139862,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,12,1,0.6474446654319763,0.6474446654319763,True,3.0,3.0
d820393f,108,3,0,8,0|tile=28|consumed=|from=-1|flags=1,-0.3342598080635071,0.0,0.0,0.8573750257492065,0.8573750257492065,1.2028534412384033,0,1.0,9,1,0.715867817401886,0.715867817401886,True,3.0,3.0
d820393f,112,0,0,8,0|tile=32|consumed=|from=-1|flags=1,-0.36902984976768494,0.08932695537805557,0.0,-1.276527762413025,-1.3658547401428223,-1.8304623365402222,3,-1.5,10,1,0.6914448738098145,0.6914448738098145,True,3.0,3.0
d820393f,116,1,0,0,0|tile=1|consumed=|from=-1|flags=1,-0.4659815728664398,0.0,0.0,0.42868751287460327,0.42868751287460327,0.6179635524749756,1,0.5,13,1,0.6275189518928528,0.6275189518928528,True,3.000999927520752,3.000999927520752
d820393f,120,2,0,10,0|tile=33|consumed=|from=-1|flags=1,-0.4662923216819763,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6273238062858582,0.6273238062858582,True,3.0,3.0
d820393f,124,3,0,7,0|tile=27|consumed=|from=-1|flags=1,-0.2982259690761566,0.0,0.0,0.9024999737739563,0.9024999737739563,1.264420747756958,0,1.0,8,1,0.742133617401123,0.742133617401123,True,3.0,3.0
d820393f,128,0,0,9,0|tile=31|consumed=|from=-1|flags=1,-0.36910295486450195,0.0707506611943245,0.0,-1.3474370241165161,-1.4181877374649048,-1.9018641710281372,3,-1.5,10,1,0.6914212107658386,0.6914212107658386,True,3.0,3.0
d820393f,132,1,0,11,0|tile=30|consumed=|from=-1|flags=0,-0.46632322669029236,0.0,0.0,0.45124998688697815,0.45124998688697815,0.6487472057342529,1,0.5,13,1,0.6273044943809509,0.6273044943809509,True,3.0,3.0
d820393f,136,2,0,4,0|tile=12|consumed=|from=-1|flags=1,-0.43475401401519775,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,12,1,0.6474239230155945,0.6474239230155945,True,3.0,3.0
d820393f,140,3,0,1,0|tile=18|consumed=|from=-1|flags=1,-0.334011435508728,0.0,0.0,0.949999988079071,0.949999988079071,1.3292285203933716,0,1.0,9,1,0.7160456776618958,0.7160456776618958,True,3.0,3.0
d820393f,144,0,0,9,0|tile=31|consumed=|from=-1|flags=1,-0.3691045343875885,0.049892887473106384,0.0,-1.4209808111190796,-1.4708737134933472,-1.9737474918365479,3,-1.5,10,1,0.6914212107658386,0.6914212107658386,True,3.0,3.0
d820393f,148,1,0,11,0|tile=31|consumed=|from=-1|flags=0,-0.4349779784679413,0.0,0.0,0.4749999940395355,0.4749999940395355,0.6811510920524597,1,0.5,12,1,0.647278904914856,0.647278904914856,True,3.0,3.0
d820393f,152,2,0,0,0|tile=18|consumed=|from=-1|flags=1,-0.4659815728664398,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6275189518928528,0.6275189518928528,True,3.000999927520752,3.000999927520752
d820393f,156,3,0,1,0|tile=1|consumed=|from=-1|flags=0,-0.334011435508728,0.0,1.0,1.0,1.0,1.3974473476409912,0,1.0,9,1,0.7160456776618958,0.7160456776618958,True,3.0,3.0
d820393f,160,0,0,6,0|tile=16|consumed=|from=-1|flags=1,-0.3689635097980499,0.08038388192653656,-1.5,-1.5,-1.5803838968276978,-2.1231603622436523,3,-1.5,10,1,0.6914920806884766,0.6914920806884766,True,3.0,3.0
d820393f,164,1,0,4,0|tile=14|consumed=|from=-1|flags=0,-0.43475401401519775,0.0,0.5,0.5,0.5,0.7152604460716248,1,0.5,12,1,0.6474239230155945,0.6474239230155945,True,3.0,3.0
d820393f,168,2,0,5,0|tile=4|consumed=|from=-1|flags=1,-0.4661373794078827,0.0,0.0,0.0,0.0,0.03307367488741875,2,0.0,13,1,0.6274211406707764,0.6274211406707764,True,3.0,3.0
