config_label,seed_count,iterations,rule_kl_coef,delta_l2_coef,delta_clip,delta_clip_coef,pass_count,movement_pass_count,stability_pass_count,eval_sanity_pass_count,top1_changed_mean,top1_changed_min,top1_changed_max,tempered_kl_mean,tempered_clip_mean,untempered_clip_mean,delta_abs_mean_mean,delta_abs_max_mean,delta_abs_max_max,eval_fourth_mean,learner_deal_in_mean
iter3_rulekl0.005_l20.001_dclip0_dclipcoef0,4,3,0.005,0.001,0.0,0.0,3,3,4,4,0.10273211635649204,0.0,0.15981735289096832,0.005576950963586569,0.07527492195367813,0.17095034196972847,0.14751242846250534,0.6094718193635345,0.940406858921051,0.328125,0.09375
iter3_rulekl0.005_l20.0005_dclip0_dclipcoef0,4,3,0.005,0.0005,0.0,0.0,3,3,4,4,0.10273211635649204,0.0,0.15981735289096832,0.005648081012623152,0.07527492195367813,0.17095034196972847,0.14908570796251297,0.6229725871235132,0.9567180275917053,0.328125,0.09375
iter3_rulekl0.005_l20.0003_dclip0_dclipcoef0,4,3,0.005,0.0003,0.0,0.0,1,2,3,4,0.06339521496556699,0.0,0.16818182170391083,0.007035436501610093,0.09811435337178409,0.1995606808923185,0.18111820705235004,0.7650980576872826,1.1118850708007812,0.328125,0.0625
