actor_update_margin_threshold,actor_update_support_mode,actor_update_topk,advantage_mean,behavior_temperature,checkpoint_path,checkpoint_sha256,clip_eps,config_key,config_key_label,config_path,count,delta_clip,delta_clip_coef,delta_l2_coef,delta_support_margin_threshold,delta_support_mode,delta_support_topk,entropy_coef,iteration,low_rank_flip_penalty_coef,low_rank_flip_topk,lr,negative_advantage_count,opponent_mode,outside_support_delta_mode,pilot_config_id,positive_advantage_count,ratio_mode,rerun_config_id,return_mean,rule_kl_coef,rule_score_scale,rule_score_scale_version,selected_prior_rank,source_config_id,support_policy_mode,teacher_confidence_gate,teacher_contract_version,teacher_entropy_max,teacher_margin_min,teacher_prior_agree_min,teacher_source,teacher_target_type,teacher_temperature,teacher_topk,teacher_version,terminal_reward_mean,topk_ranking_aux_coef,topk_ranking_aux_mode,topk_ranking_k,update_epochs,weak_margin_flip_penalty_coef,weak_margin_threshold,zero_advantage_count
0.75,topk,3,0.48636761576980697,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,324,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,27,rulebase,zero,0,297,tempered_current_logits,0,0.23645086002386648,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.5941358024691358,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.44059515279092776,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,152,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,20,rulebase,zero,0,132,tempered_current_logits,0,0.19809550066527568,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.47368421052631576,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.5035946881325226,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,127,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,14,rulebase,zero,0,113,tempered_current_logits,0,0.24591449683341454,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.594488188976378,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.2823560736783823,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,283,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,70,rulebase,zero,1,213,tempered_current_logits,0,0.04324696401246024,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.22084805653710246,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.2921255846818288,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,150,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,34,rulebase,zero,1,116,tempered_current_logits,0,0.037695146575570104,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.26,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.2294436085682649,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,104,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,28,rulebase,zero,1,76,tempered_current_logits,0,0.002532894149995767,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.1875,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,-1.0470200777053833,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,1,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,1,rulebase,zero,1,0,tempered_current_logits,0,-1.2225346565246582,0.001,0.25,keqingrl_rule_score_scale_v1,4,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,-1.5,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.14109890162944794,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,1,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0001,0,rulebase,zero,1,1,tempered_current_logits,0,0.0723377987742424,0.001,0.25,keqingrl_rule_score_scale_v1,5,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.5,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.47190338394884923,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,309,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0003,45,rulebase,zero,2,264,tempered_current_logits,0,0.2247503097726689,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.5388349514563107,1.0,teacher-ce,3,1,0.0,0.75,0
0.75,topk,3,0.4671685835719109,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,150,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.0003,21,rulebase,zero,2,129,tempered_current_logits,0,0.2256463818748792,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,False,keqingrl_topk_teacher_v1,1000000000.0,0.0,0.0,mortal-action-q,topk_distribution,1.0,3,mortal_action_teacher_v1,0.53,1.0,teacher-ce,3,1,0.0,0.75,0
